,site.latitude (deg),site.longitude (deg),iron.LCOE (USD/MW/h),iron.LCOH (USD/kg),iron.LCOI (USD/kg)
89,41.927,-73.545,53.6741379,8.075798189,0.75366216608771
90,39.255,-82.984,63.20230992,9.277783207,0.8218478633405216
91,39.637,-92.782,54.3036301,6.871183342,0.6863375325756645
92,42.26,-72.505,72.50926875,10.75063221,0.9051639512452903
93,38.14,-78.404,77.87765954,11.19263996,0.930423045074964
94,43.142,-77.107,59.42168394,9.258997754,0.8204217517576757
95,43.693,-91.197,60.1929438,7.901418862,0.7445542587893733
96,43.741,-93.021,49.05224406,6.438050174,0.661586502990801
97,45.056,-91.087,57.28220041,7.782807024,0.7376301182856804
98,45.429,-90.586,60.36112161,7.975822338,0.7487331405540713
99,40.462,-76.435,72.20604536,11.18261167,0.9292991299361031
100,39.384,-78.788,69.72767851,10.89852,0.9131608306964142
101,39.28,-75.199,56.46399806,8.329471452,0.7681297520900724
102,43.282,-96.668,50.70693151,7.166731574,0.7025137526420868
103,38.31,-81.476,65.7838273,10.95258698,0.9157939415593653
104,42.308,-75.389,70.43238095,10.00672665,0.8633431453330185
105,38.09,-93.692,55.16553143,7.889404346,0.7433831715393626
106,45.655,-91.509,57.3754534,7.688712794,0.7323756678700403
107,45.214,-93.571,53.92479583,7.289779539,0.7097165362861207
108,45.13,-97.311,49.28337615,6.730451436,0.6779666026633213
109,46.687,-94.308,56.89453535,7.306322654,0.7109367267986593
110,41.132,-94.603,47.77765227,6.048935135,0.6396925912358865
111,39.576,-75.832,62.4785284,9.366275257,0.8267263415149406
112,38.181,-76.546,58.79155946,9.623913824,0.8407729051728163
113,43.921,-89.498,58.71964476,7.142340337,0.7019445731334372
114,41.044,-81.142,59.94867282,8.400766071,0.7724638941347791
115,40.689,-84.735,57.02486778,7.433518345,0.7180650907857198
116,46.452,-87.296,58.31682922,8.019475965,0.7509722570469761
117,39.151,-84.003,58.97234189,8.56742661,0.781690113463886
118,42.183,-79.815,54.61601031,8.138823811,0.7572813531479946
119,38.229,-79.09,74.59578716,10.75220945,0.9054592764798389
120,41.2,-81.696,60.48322232,8.863916105,0.7984259309807749
121,42.78,-72.612,63.22770852,9.526568209,0.8357676150811424
122,41.398,-80.761,66.17442447,9.515075117,0.8354171527208109
123,40.833,-79.277,64.71334103,9.426644773,0.8303252720660469
124,40.979,-76.57,66.7885506,9.569792467,0.8385390386427012
125,39.553,-88.223,55.60630495,7.02909285,0.6953004103917164
126,42.498,-94.721,47.28725229,6.235183862,0.6500628194748257
127,42.955,-92.758,52.48840608,6.984380936,0.6924897296050372
128,43.395,-72.683,64.51809282,10.60738288,0.8963573217659538
129,44.34,-88.065,51.31168453,6.54155783,0.6676010597849288
130,40.009,-89.462,55.25405478,6.912022481,0.6887164389718171
131,39.417,-86.099,55.95759231,7.854978823,0.741535994810894
132,38.024,-87.285,59.53868666,8.559414763,0.781298135778818
133,41.321,-76.165,56.91217926,8.245658412,0.7634856673022905
134,41.428,-95.036,49.12946551,6.172112024,0.646717375856317
135,39.597,-81.475,64.64281089,9.622144928,0.8412547058781129
136,41.496,-86.362,56.17204566,7.024954408,0.6951250541078502
137,42.894,-90.659,53.16976553,6.681489673,0.6756133784411932
138,42.209,-95.172,49.93455623,6.639947411,0.6729683670979798
139,40.386,-79.688,63.86411489,9.17986164,0.8164357391290475
140,41.225,-97.815,48.29404304,6.887453274,0.6866512160724337
141,43.101,-88.679,53.03067508,6.615076123,0.6718843464980098
142,46.066,-92.269,61.42938904,8.143522162,0.7582204307972492
143,45.91,-90.383,57.83685565,7.028809928,0.6955059723190438
144,43.227,-75.538,75.42836767,11.27986223,0.9350592286983017
145,39.397,-91.23,52.56550712,6.798847242,0.6821184797283872
146,46.698,-85.008,52.72711292,8.005433585,0.7496319191302083
147,45.715,-94.651,51.03142157,6.844917182,0.6845434062424683
148,41.506,-82.813,57.09718467,8.717754935,0.7899134845641318
149,38.304,-95.361,49.92079696,6.722028795,0.6775586993441521
150,41.931,-91.037,51.68681366,6.799257548,0.6820542196259425
151,40.544,-84.178,56.15485391,7.723515068,0.7342013866140091
152,45.835,-91.022,57.09875181,7.290884745,0.7100933869851467
153,39.502,-74.69,56.79142229,7.973092397,0.7482261221804094
154,43.939,-72.942,53.32671274,7.618989204,0.7280734252141762
155,40.148,-75.65,57.84709107,8.235350996,0.7630018550397243
156,38.306,-95.919,50.14571571,6.834479039,0.6838715792743106
157,41.198,-92.702,53.31606401,6.841342284,0.6845701811809779
158,39.353,-93.221,54.7802893,7.195586393,0.7045322070715979
159,44.837,-72.907,71.3194361,10.52109026,0.8922050975841764
160,43.11,-72.172,55.36600246,8.888975195,0.7993198570713353
161,46.146,-91.63,58.13416581,7.454519634,0.7193500207309521
162,39.967,-96.347,44.02907256,6.097882312,0.6420586775263036
163,39.274,-97.619,47.07840636,6.545498265,0.6674013253693983
164,43.562,-86.491,55.70970331,7.118851599,0.7003318487854487
165,41.271,-75.133,53.47236237,8.024438305,0.7507690265106012
166,43.286,-85.319,56.6952872,7.755424106,0.7360400431905672
167,42.129,-88.793,54.14661409,6.501983191,0.6656685982214746
168,44.621,-89.886,55.26646759,7.024110613,0.694987970220445
169,42.207,-90.569,52.58770358,6.642200034,0.6733577134067493
170,46.499,-95.111,51.92864537,6.996419759,0.6931076330175177
171,40.758,-87.057,56.8555571,7.130380178,0.7010904960684706
172,39.281,-95.209,51.4771514,6.880614986,0.6865846098011835
173,41.723,-95.473,46.69607968,5.867770467,0.6294507463348564
174,40.707,-92.583,49.05015761,6.560043716,0.6684107116571386
175,40.374,-82.319,60.10662274,8.505918307,0.7783618708377094
176,41.971,-92.366,50.3678127,6.495398503,0.6649251882311737
177,40.181,-84.535,56.35996593,7.778285957,0.7372856716799429
178,42.24,-76.323,69.36892469,11.02959371,0.9204575908813803
179,40.26,-95.917,48.50109937,6.553833735,0.6680088247138799
180,45.441,-88.545,55.8526599,6.659344602,0.674640850826208
181,41.361,-72.544,53.88391198,7.614258476,0.7278640882140951
182,43.881,-74.532,58.37302204,7.950019899,0.7470924067861725
183,46.375,-93.045,55.3918541,7.021579046,0.6948587973343296
184,39.137,-85.003,61.51175413,8.628449283,0.785355814556663
185,38.756,-81.946,71.72107525,11.3668183,0.9395556605757108
186,42.59,-72.069,58.97538041,8.411540943,0.7729700468687118
187,43.181,-97.27,46.43618932,6.279777875,0.6524729734868188
188,41.458,-91.515,56.16438589,7.233361486,0.7067827515282591
189,39.967,-95.487,48.87948543,6.733395312,0.6780911980693716
190,41.804,-77.515,51.04981458,7.993755204,0.7488121443477002
191,45.497,-89.795,58.81570232,7.355118333,0.713857077436974
192,44.925,-74.149,55.02626753,8.029748129,0.7512202920089431
193,43.338,-89.56,58.18240607,7.195248869,0.7048509959459536
194,43.168,-90.182,69.10016634,8.273254796,0.7662391250338976
195,41.631,-76.967,53.70716911,8.213743211,0.761382198762869
196,46.413,-88.42,55.17809147,6.749316878,0.6796070185661384
197,40.054,-97.782,45.34490702,6.438691013,0.6612543877767155
198,43.846,-87.977,52.44338023,6.439618227,0.6620108015006172
199,38.041,-80.831,54.10203166,9.966578887,0.8594764116760556
200,40.263,-86.981,54.62289587,7.055294044,0.6966685197361757
201,41.287,-77.37,61.45616063,9.527505315,0.8356442061247492
202,42.585,-90.237,52.96659442,6.53500173,0.6673985610792129
203,40.654,-90.846,51.16622167,6.625098277,0.6722599412015372
204,40.577,-81.398,62.90874286,9.207572255,0.817891069445413
205,46.361,-84.431,60.67660851,8.526102871,0.7795475841867956
206,44.053,-97.747,49.14434791,7.507503977,0.7214217407769461
207,40.592,-75.951,52.92795272,7.774752517,0.7367473706902818
208,39.147,-79.282,50.22245241,7.648694799,0.7294270727259552
209,38.644,-76.981,60.48685661,9.107058567,0.81202787437399
210,42.699,-95.913,47.57093505,6.650574037,0.6733282325560764
211,40.276,-80.446,64.19364001,9.581061709,0.8389118963871655
212,46.002,-94.17,55.75347218,7.786657918,0.7376938095225464
213,43.769,-95.151,47.31078488,6.411883727,0.6599498861201576
214,42.828,-83.285,54.80541876,7.452960164,0.7189323946671999
215,42.306,-85.339,58.19811541,7.738857599,0.7352624597963864
216,45.817,-96.539,52.01958202,7.034215719,0.6952309948102045
217,40.981,-72.087,47.38085805,7.581109738,0.7253642739532457
218,43.651,-84.949,58.31734328,7.714266851,0.7338986675195642
219,41.872,-78.847,60.19990006,8.838877034,0.7969971048579111
220,46.915,-88.676,67.92832932,8.509743044,0.7793521573712585
221,39.504,-82.503,62.72090253,9.020945412,0.8074323717233055
222,43.257,-93.195,49.55256088,6.489928825,0.6645382939197819
223,44.479,-73.84,52.15043129,7.442068835,0.7180596096376122
224,42.826,-91.565,59.4002971,7.739153402,0.7353983273693566
225,44.842,-88.309,55.48362361,6.686331923,0.6761139150718111
226,38.398,-82.306,73.80592548,11.82468489,0.9653760093335896
227,38.559,-92.694,54.07315132,7.553252188,0.7244701305180361
228,38.871,-90.281,61.39907598,8.596880991,0.783578675555628
229,40.71,-78.279,54.11497403,8.092009937,0.754612818463519
230,39.423,-92.081,54.44194101,7.065610102,0.6972276479148571
231,38.36,-87.942,57.52916359,8.269603142,0.7648863920748641
232,41.354,-82.253,57.40390246,8.417149907,0.7731278429022527
233,46.891,-95.586,53.30603106,7.280094675,0.7091133430435184
234,38.215,-83.47,69.11204086,11.06497821,0.9224115314640735
235,46.464,-89.532,58.93365468,8.421302272,0.7735119619723607
236,40.153,-94.337,52.71937502,6.621701616,0.6722240843859136
237,43.952,-93.927,50.3826438,7.098541588,0.6986669640760276
238,41.477,-79.7,67.09750132,9.147615079,0.8149527641090785
239,44.209,-87.467,49.98534113,6.881160634,0.6864670671659978
240,45.683,-92.608,58.93381438,8.131030545,0.7572739465811389
241,38.781,-85.488,58.86544535,8.621361921,0.7846966878519583
242,38.312,-91.028,56.97321059,7.501142865,0.721842933081582
243,38.394,-94.381,51.87572104,7.152864578,0.7018540277048142
244,39.663,-79.437,69.29531546,10.89040654,0.9126640439698065
245,39.766,-97.345,42.92463511,6.337007398,0.6553259062866076
246,41.456,-87.252,56.3357236,7.228621813,0.7065346162301829
247,42.671,-84.974,53.8034778,7.360343995,0.7136519268936415
248,43.626,-83.423,55.47191027,7.218286342,0.7058707057142445
249,39.601,-76.697,59.55842892,8.826842537,0.7962602176018455
250,40.484,-91.583,55.66062144,7.073695945,0.6978009340694691
251,43.058,-78.818,60.18058271,8.416316597,0.7733568206736962
252,39.774,-85.614,55.68656489,7.905718462,0.7443475102866678
253,44.738,-85.058,55.53773575,6.899077298,0.6880204313226407
254,42.697,-95.315,46.20799873,6.522319229,0.6660182811097975
255,43.318,-91.681,60.29937338,7.941027819,0.7467805787955003
256,45.329,-96.691,55.47259022,7.463930658,0.7196123115827201
257,38.641,-83.814,60.57997087,9.123808323,0.8129741109125757
258,43.979,-84.119,57.67525746,7.819865712,0.7397422228470776
259,38.273,-85.287,59.41725858,9.221892556,0.818345618244115
260,45.957,-87.211,59.58845316,7.991027496,0.7495070395362893
261,44.231,-93.15,50.27937146,6.880228229,0.6864440910759385
262,42.148,-77.109,71.95034062,10.18256687,0.8733304490978516
263,40.732,-81.948,69.01805433,9.905469252,0.8575383498308279
264,39.755,-77.816,74.23476878,10.95687645,0.9168726790668552
265,42.672,-93.222,48.05948121,6.218271332,0.6491933651205065
266,40.894,-83.673,55.49143481,7.454978894,0.7191134131675819
267,44.221,-75.509,60.33804381,8.662683514,0.787154410413443
268,38.896,-84.476,66.60599183,9.370482382,0.827371354487567
269,46.089,-87.827,58.48668279,7.39889306,0.7162732143068788
270,40.746,-83.117,58.80303859,7.980298909,0.7488289191094254
271,41.954,-91.775,52.07035902,6.652528575,0.6738841522134601
272,43.576,-96.216,51.52767309,6.976484606,0.6919526470110315
273,45.628,-86.63,51.75128766,6.987551269,0.6925939193527659
274,46.495,-97.342,54.66545581,7.563494232,0.7251018665912257
275,46.388,-93.84,54.3237267,7.151761193,0.7020352753327437
276,45.12,-90.146,53.49276942,6.798092341,0.6821682835147119
277,43.425,-85.904,59.15579168,7.506765541,0.7223740977305044
278,39.278,-90.671,54.72249003,7.113773227,0.6999497767551418
279,46.537,-85.52,55.19269964,7.177562644,0.7035648771756134
280,40.892,-89.516,62.14196475,7.674201752,0.7320369991072396
281,44.93,-73.509,64.45930269,9.723615855,0.8469128564913688
282,45.172,-91.701,60.65322488,8.038204684,0.7522518507184546
283,41.191,-87.728,57.38612252,7.06732817,0.6976159768001423
284,42.979,-97.867,51.65670861,7.163428262,0.7024232309515367
285,44.775,-88.939,61.88150607,7.725587266,0.7348856943230974
286,45.032,-94.666,50.28776304,6.973067478,0.6916384253831371
287,43.964,-96.675,51.28051515,6.807031666,0.6824487836303006
288,40.354,-94.908,49.11599127,6.19981146,0.6482655669751483
289,44.544,-94.523,53.26763232,7.57847474,0.7258011499717167
290,38.931,-91.97,53.94683017,7.008936062,0.6940081158208066
291,41.453,-73.717,58.71329139,8.784280838,0.7937953998930852
292,40.27,-85.678,56.73799632,7.585260303,0.7265251837384706
293,43.489,-73.271,75.25988245,10.63583426,0.8990150692439118
294,41.556,-81.317,60.49616966,8.819655179,0.79595122464471
295,39.044,-92.528,55.10917389,7.236472093,0.7068520284196077
296,46.046,-88.944,55.45098741,6.78852232,0.6818272879049482
297,41.013,-79.969,61.61168839,8.743873589,0.7918226607968072
298,40.552,-95.483,48.39441865,6.082976563,0.6416581116916159
299,39.52,-87.656,56.42082044,7.317487784,0.7115142954321896
300,46.499,-96.705,51.79891083,7.207889097,0.7049245194125576
301,41.56,-84.578,55.09470261,7.335645137,0.7123984110489093
302,44.843,-95.755,48.88431645,6.722463769,0.6774801583539745
303,43.462,-93.792,47.5891969,6.457598574,0.6625348442385491
304,45.873,-89.439,58.84717603,7.206161134,0.7055274171288713
305,39.944,-76.301,63.07089347,9.351633593,0.82596606918702
306,39.134,-80.863,67.01406677,9.966855156,0.8607734243749734
307,38.582,-93.815,50.90998771,7.030631959,0.6949203858815457
308,42.32,-77.663,67.35604707,9.898108305,0.8569616134249354
309,40.177,-91.172,53.1436774,6.748893793,0.6793814291912438
310,42.503,-88.451,52.97420397,6.506614488,0.6658113114578034
311,42.973,-93.659,46.48919889,6.291868391,0.6531545879245406
312,39.938,-90.043,54.38222059,6.872969341,0.6864452431205168
313,42.941,-92.158,51.24178957,6.592920484,0.6704673902117229
314,40.973,-78.796,56.11705325,8.274484019,0.7650192760531902
315,41.816,-86.757,53.74173861,7.171169685,0.7030632377559332
316,46.774,-93.505,56.85097302,7.246789267,0.7076020580958234
317,42.291,-93.685,49.49236734,6.246625324,0.650921728202608
318,40.63,-93.6,51.4682303,6.430565617,0.6614076047596097
319,46.3,-94.637,54.87449895,7.381366827,0.7149342628769345
320,45.891,-93.227,55.80173944,7.380083862,0.7149545241784583
321,45.331,-95.91,48.2068868,6.449493262,0.6621427342043306
322,45.66,-84.253,54.06470461,7.827605336,0.7398168254305684
323,43.238,-74.916,62.24761325,9.346468714,0.8255954287314317
324,40.734,-85.311,54.73235651,7.161730608,0.7026335300631193
325,41.714,-85.292,55.07525106,7.11713852,0.7001730465059957
326,38.277,-84.162,58.07549708,8.77107947,0.7929936018816888
327,38.827,-82.643,65.57798244,9.971839715,0.8609097289168273
328,44.072,-90.861,60.94708597,7.83379302,0.7408460662690183
329,41.864,-86.008,57.51742888,7.26196297,0.7085170348398983
330,39.863,-82.138,65.34105223,9.278515235,0.8221010901214688
331,44.355,-95.604,51.49292498,7.032357099,0.6950747498475355
332,43.922,-92.401,49.94659706,6.649830555,0.6735224331210244
333,38.881,-94.228,49.43947066,6.58868584,0.6700516153320841
334,42.211,-95.766,51.00851576,6.856165909,0.6851703955062498
335,39.919,-92.338,53.14670509,6.746377424,0.679240962015547
336,42.589,-94.122,48.67682821,6.458336743,0.662684088650512
337,41.118,-74.137,62.9772836,9.872371545,0.8550872732709361
338,42.359,-89.512,52.49509336,6.383988351,0.6589039546808587
339,46.684,-90.148,60.34653131,8.55614353,0.7811953213941001
340,43.792,-85.536,60.83628514,7.761170573,0.736772511519289
341,41.782,-78.122,62.30137579,10.03281728,0.8639956494126595
342,41.789,-75.26,61.67241257,9.203997056,0.8175683605019313
343,46.012,-95.276,50.37045546,6.89678815,0.6873795065843014
344,41.409,-79.123,64.95776393,9.117061684,0.8130312075785703
345,40.236,-82.929,62.17173456,8.916182515,0.8015173453954845
346,43.405,-76.097,63.18180437,9.3451845,0.8256163100336579
347,40.937,-97.37,45.35458674,6.249774929,0.6506872325466023
348,43.863,-97.284,48.39360588,6.682949777,0.6752210097311938
349,42.465,-78.833,63.26312393,9.273639324,0.8216220872020047
350,38.64,-84.945,63.95457223,9.431226985,0.8305062945830264
351,44.806,-92.658,52.68417683,7.07849464,0.697773955879855
352,43.201,-91.085,58.00906861,7.515163462,0.7227300684250524
353,44.3,-91.917,70.00219894,9.262324853,0.8216580199888603
354,40.22,-81.77,63.89440456,9.060840296,0.8097805968361117
355,45.703,-93.708,54.40349939,7.163855677,0.702719768063015
356,45.523,-95.126,50.75593186,7.025134663,0.694597572269134
357,45.036,-95.288,48.32363293,6.847637808,0.6844268441266631
358,45.067,-84.214,56.94569167,7.599247448,0.7273282501356878
359,39.513,-83.649,57.07190327,8.37153933,0.7705433990441481
360,46.638,-91.752,67.80634074,9.248615135,0.8206731419866156
361,40.967,-91.404,51.19665665,6.631656275,0.6726298215873201
362,42.695,-97.11,47.29014174,6.582336603,0.669483106660075
363,46.317,-86.678,50.57965136,7.544514147,0.7236345772662613
364,39.278,-85.55,55.89197093,8.15175868,0.7581315829028307
365,45.259,-87.002,49.62045856,6.510959335,0.6657214964205558
366,45.913,-83.725,51.24562465,7.70481277,0.7326679095466934
367,38.913,-91.406,53.51277698,6.99251437,0.6930463922377065
368,43.752,-90.126,58.17486708,7.480069934,0.7207833645538116
369,42.273,-83.698,59.51879534,7.848759416,0.7415415362585019
370,46.579,-86.154,52.16176311,6.74815459,0.6792426196660062
371,43.512,-89.086,53.08676303,6.555966767,0.6685832890139872
372,46.882,-97.672,54.72822143,7.311370944,0.7110041190388124
373,39.654,-93.636,52.84914185,6.944222999,0.6902790667753268
374,39.467,-94.212,49.59645265,6.53611718,0.667126463618036
375,40.352,-97.358,45.87327388,6.328504641,0.6551429164898073
376,42.185,-86.404,53.67053907,6.96028005,0.69125883710104
377,42.678,-82.712,59.293167,7.863727837,0.7423564873469974
378,41.021,-86.58,57.99460763,7.460631271,0.7196780589993451
379,44.356,-74.359,63.027739,8.724613161,0.7908857643840019
380,39.575,-84.355,63.9630875,9.083828952,0.811073417520704
381,38.941,-86.313,57.9367619,8.218327762,0.7620584618896301
382,38.795,-90.851,56.47505749,7.80326198,0.7386942734488706
383,41.65,-88.996,54.4868131,6.556921721,0.6687756690448802
384,42.068,-84.783,54.82294334,7.368488436,0.7142087183950347
385,39.351,-81.961,64.90445536,9.70671627,0.846011662997414
386,38.64,-76.265,55.33259958,8.793166527,0.7939569286577832
387,40.553,-96.35,47.21201016,6.356493488,0.6568415084168439
388,43.756,-75.045,58.98597819,8.109630961,0.7560820142482392
389,46.087,-89.891,57.78876615,7.108559568,0.6999624575738692
390,40.001,-91.759,53.11153762,6.696516745,0.676448225505174
391,40.397,-78.953,55.08437671,8.675339245,0.7873409399425005
392,40.787,-86.032,58.56400898,7.46717362,0.7201005579871691
393,44.058,-94.688,49.28794319,6.886392673,0.6866905327629982
394,40.988,-92.13,51.34739551,6.770451172,0.6804090797811215
395,42.727,-89.024,52.79106223,6.636289411,0.6730472524082843
396,42.335,-91.451,50.02971856,6.64395281,0.6732018774483126
397,38.392,-88.5,57.86180863,8.146670896,0.7580424804861382
398,44.244,-90.231,58.69672689,7.387475541,0.7156553567177607
399,43.469,-97.73,49.2252985,7.077334545,0.6973657552535774
400,38.105,-94.806,49.62168947,6.735856204,0.6783025282892281
401,41.24,-85.519,53.29636267,7.026106974,0.6949041094537353
402,39.257,-77.09,60.22997497,9.200428081,0.8172255429687812
403,45.223,-83.711,57.52598123,7.826185595,0.7400809460168709
404,39.81,-80.704,67.00045585,10.15581671,0.871342733049722
405,41.678,-89.583,55.79017964,6.832162938,0.6843022446206884
406,44.798,-83.331,54.87854293,7.561422057,0.7250070970059999
407,42.005,-94.139,49.88206057,6.378900585,0.6583599897077822
408,46.403,-95.749,52.06006614,7.195805009,0.7042744463635201
409,42.398,-97.551,46.90093765,6.288824149,0.6530251569060109
410,39.842,-80.116,62.94558708,9.712343181,0.8461320133548663
411,39.696,-89.064,55.44977196,7.190966362,0.7043402070140165
412,44.743,-96.839,47.21764232,6.278164547,0.6524602841762523
413,41.431,-95.915,51.94359975,6.900670444,0.6877528244602529
414,41.059,-88.915,56.09943255,7.088687211,0.698683110722357
415,38.728,-75.52,55.35219581,8.633813323,0.785044528687427
416,39.353,-90.096,58.12244541,7.782775604,0.7377117574479503
417,45.818,-95.751,48.45444571,6.964379638,0.6909704584923022
418,41.765,-83.501,57.41290156,8.084847126,0.7545394542626175
419,41.709,-90.317,58.05576703,6.956987333,0.6915098868463838
420,41.223,-88.31,59.46589028,7.512207926,0.7227093272862027
421,45.123,-97.934,50.41654986,7.879679239,0.7423677907366703
422,45.997,-84.822,56.78066617,7.904179107,0.7443699903587269
423,39.098,-75.981,57.48469268,8.606059271,0.783703601621569
424,39.425,-89.52,54.51436717,6.970990054,0.691941715697161
425,43.656,-82.65,53.72633052,7.20984052,0.7052249857192591
426,44.4,-89.291,57.13994869,7.064526195,0.6974347986036454
427,45.245,-85.279,56.20141787,7.004531403,0.6939854902465483
428,39.863,-90.623,61.06282191,7.785296826,0.7381446377480999
429,46.107,-97.017,54.14274384,7.488428671,0.7208507586924326
430,42.806,-84.196,54.89400855,7.441735075,0.7183132470628362
431,40.843,-95.045,47.69072754,6.1592397,0.6458544887810911
