,site.latitude,site.longitude,iron.LCOE,iron.LCOH,state,rate
458,38.279,-86.69,60.10003958,8.603082044,IN,8.95
459,45.919,-88.326,56.96547329,6.762215218,WI,8.64
460,43.184,-95.159,51.18585003,7.07736437,IA,6.36
461,38.466,-82.998,64.88468221,10.1049509,KY,6.86
462,38.779,-81.23,66.53920414,10.17264572,WV,8.27
463,41.321,-78.403,81.96749808,10.80080743,PA,10.2
464,43.332,-77.817,55.36377138,8.382735984,NY,8.95
465,41.138,-96.353,50.60366102,6.91689289,NE,7.5
466,41.121,-93.728,49.85059781,6.365495408,IA,6.36
467,40.995,-82.625,58.19363103,8.144040387,OH,9.33
468,40.345,-90.438,52.97778123,6.749438317,IL,9.96
469,39.674,-95.918,47.37079266,6.46749765,KS,8.26
470,42.984,-94.561,49.45937965,6.792138291,IA,6.36
471,43.353,-87.89,54.45120837,7.281927809,WI,8.64
472,38.446,-92.139,62.55607261,8.362920461,MO,7.84
473,42.465,-92.635,51.16406419,6.646398327,IA,6.36
474,38.129,-89.088,57.05301859,7.947776521,IL,9.96
475,41.689,-92.824,50.87165682,6.389067138,IA,6.36
476,43.274,-76.603,58.52343419,8.910839737,NY,8.95
477,43.432,-92.279,49.37246654,6.472074047,IA,6.36
478,38.394,-79.616,62.39853439,10.52693474,VA,9.92
479,46.327,-91.139,56.89132972,7.670330515,WI,8.64
480,42.59,-73.3,52.99193752,8.040403136,MA,19.03
481,42.581,-75.908,68.70564716,10.71239595,NY,8.95
482,41.052,-84.377,56.97887081,7.417237396,OH,9.33
483,39.238,-77.673,57.96472367,8.762963021,VA,9.92
484,43.146,-82.457,55.62505208,7.546052838,MI,8.46
485,44.703,-87.551,52.36739464,6.46830517,WI,8.64
486,40.145,-93.762,53.72297278,6.820160483,MO,7.84
487,40.227,-87.997,57.00439535,7.314289923,IL,9.96
488,41.433,-90.782,56.38570066,7.357920153,IL,9.96
489,46.583,-87.917,52.02200649,6.6587893,MI,8.46
490,38.862,-80.212,64.90563199,10.12406768,WV,8.27
491,46.506,-90.645,67.55517351,9.152558169,WI,8.64
492,44.595,-84.463,60.91517064,7.760417109,MI,8.46
493,45.955,-85.624,49.64725022,7.121041155,MI,8.46
494,42.325,-79.325,60.74805435,9.191121493,NY,8.95
495,44.135,-83.625,56.50144774,7.908995333,MI,8.46
496,44.792,-75.31,59.7934766,8.560530368,NY,8.95
497,44.123,-84.708,53.62721441,6.984223372,MI,8.46
498,45.214,-87.948,62.23187261,8.192019335,WI,8.64
499,41.42,-94.157,47.83504347,6.138255018,IA,6.36
500,40.932,-75.544,67.42465609,10.46068808,PA,10.2
501,44.742,-90.493,54.0500146,7.036089242,WI,8.64
502,40.101,-77.425,70.33942899,10.35910008,PA,10.2
503,39.864,-94.773,51.67978765,6.681354317,MO,7.84
504,41.543,-80.279,59.75423467,8.444629413,PA,10.2
505,38.603,-78.137,68.25423527,10.30299295,VA,9.92
506,45.268,-89.036,54.43136747,6.73471382,WI,8.64
507,40.493,-87.529,56.63830625,7.096503375,IL,9.96
508,41.723,-96.651,48.47878692,6.544136198,NE,7.5
509,45.405,-84.777,68.86180567,8.697156539,MI,8.46
510,45.997,-86.253,56.22360691,7.689009467,MI,8.46
511,42.127,-74.842,63.13683261,9.195294867,NY,8.95
512,38.936,-87.73,55.29020635,7.421600707,IL,9.96
513,42.182,-93.095,51.59001055,6.584085103,IA,6.36
514,43.809,-91.798,63.97065273,8.353995964,MN,9.3
515,44.803,-85.981,53.31372912,6.591668697,MI,8.46
516,41.255,-83.308,56.00049615,7.597152674,OH,9.33
517,39.892,-87.32,57.71703833,7.204853164,IN,8.95
518,40.194,-78.13,54.80617445,8.325443616,PA,10.2
519,42.298,-78.275,61.30414605,8.816334232,NY,8.95
520,41.45,-75.674,66.08391757,10.01141111,PA,10.2
521,38.871,-88.304,57.8366498,7.754341554,IL,9.96
522,45.417,-94.188,53.2687493,7.044185928,MN,9.3
523,40.721,-88.08,57.46484271,7.324539722,IL,9.96
524,44.436,-93.756,51.14011198,7.243869992,MN,9.3
525,40.935,-73.004,52.72697363,7.831752854,NY,8.95
526,43.156,-83.672,56.35414093,7.322951732,MI,8.46
527,39.376,-80.375,71.6958889,10.67325936,WV,8.27
528,42.226,-84.306,56.2763269,7.799565194,MI,8.46
529,38.693,-78.827,63.8886486,10.71049641,VA,9.92
530,40.639,-97.798,45.47528802,6.302056949,NE,7.5
531,40.93,-90.387,52.65531979,6.691199825,IL,9.96
532,39.939,-93.196,52.47470563,6.732209351,MO,7.84
533,44.348,-74.993,57.4429404,8.078041073,NY,8.95
534,44.681,-91.582,55.21964952,7.260808017,WI,8.64
535,40.648,-96.93,46.1520268,6.233359253,NE,7.5
536,43.405,-78.411,52.95839231,7.995269103,NY,8.95
537,44.177,-88.702,54.82723999,6.810351697,WI,8.64
538,44.94,-96.376,53.02000449,7.311072105,MN,9.3
539,38.271,-75.806,56.03213163,9.025428971,MD,12.47
540,42.858,-89.76,53.76259374,6.576633391,WI,8.64
541,43.186,-95.762,49.43314627,6.883232479,IA,6.36
542,44.801,-74.672,61.89315377,8.919900273,NY,8.95
