https://www.eia.gov/electricity/monthly/epm_table_grapher.php?t=epmt_5_6_a,
CT,17.7
ME,15.89
MA,19.03
NH,16.86
RI,22.24
VT,12.6
NJ,13.64
NY,8.95
PA,10.2
IL,9.96
IN,8.95
MI,8.46
OH,9.33
WI,8.64
IA,6.36
KS,8.26
MN,9.3
MO,7.84
NE,7.5
ND,7.55
SD,8.67
DE,9.48
DC,18.77
FL,9.05
GA,6.83
MD,12.47
NC,7.69
SC,6.71
VA,9.92
WV,8.27
AL,7.66
KY,6.86
MS,7.42
TN,6.43
AK,6.53
LA,5.88
OK,6.13
TX,6.63
AZ,7.52
CO,9.12
ID,7.61
MT,6.88
NV,7.59
NM,5.37
UT,7.76
WY,8.79
CA,19.32
OR,8.1
WA,6.84
AK,21.08
HI,31.84
