Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,792759,-,-,-,47.53,-92.54,-6,445,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2013,1,1,0,30,-24,1.19,0.014,0.62,0,0,0,0,0,-25.1,0,0,0,0,0.381,90.39,155.24,0.9,0.8,967,0.2,285,1.8,0.0000,0.0000
2013,1,1,1,30,-24.400000000000002,1.19,0.014,0.62,0,0,0,0,0,-25.400000000000002,0,0,0,0,0.382,91.5,151.1,0.9,0.8,967,0.2,275,1.8,0.0000,0.0000
2013,1,1,2,30,-24.700000000000003,1.2,0.015,0.62,0,0,0,0,0,-25.700000000000003,0,0,0,0,0.382,91,143.41,0.9,0.8,967,0.2,271,1.9000000000000001,0.0000,0.0000
2013,1,1,3,30,-25.1,1.22,0.015,0.62,0,0,0,0,0,-26.3,0,0,0,0,0.383,89.54,134.05,0.91,0.8,967,0.2,268,1.9000000000000001,0.0000,0.0000
2013,1,1,4,30,-25.200000000000003,1.22,0.016,0.62,0,0,0,0,1,-26.900000000000002,0,0,0,0,0.383,85.28,124.05,0.91,0.8,967,0.2,264,1.8,0.0000,0.0000
2013,1,1,5,30,-25,1.21,0.017,0.62,0,0,0,0,1,-27.3,0,0,0,0,0.383,80.93,113.95,0.91,0.8,966,0.2,258,1.8,0.0000,0.0000
2013,1,1,6,30,-24.700000000000003,1.21,0.017,0.62,0,0,0,0,0,-27.3,0,0,0,0,0.382,79.15,104.12,0.91,0.8,966,0.2,253,1.7000000000000002,0.0000,0.0000
2013,1,1,7,30,-24.3,1.19,0.018000000000000002,0.62,0,0,0,0,1,-27.200000000000003,0,0,0,0,0.382,76.67,94.87,0.91,0.8,965,0.2,248,1.8,0.0000,0.0000
2013,1,1,8,30,-22.900000000000002,1.18,0.018000000000000002,0.62,21,467,51,0,1,-26.8,21,467,0,51,0.382,70.56,86.32000000000001,0.91,0.8,965,0.30000000000000004,245,2.2,0.0000,0.0000
2013,1,1,9,30,-20.700000000000003,1.18,0.018000000000000002,0.62,40,731,174,0,1,-24.6,40,731,0,174,0.378,71.10000000000001,79.43,0.91,0.8,965,0.30000000000000004,247,3.2,8.2936,6.3244
2013,1,1,10,30,-19,1.21,0.018000000000000002,0.62,51,839,279,0,0,-22.6,51,839,0,279,0.372,72.92,74.19,0.92,0.8,964,0.30000000000000004,251,3.7,13.7421,10.5758
2013,1,1,11,30,-17.6,1.26,0.022,0.62,59,865,339,0,0,-21.200000000000003,59,865,0,339,0.369,73.49,71.11,0.93,0.8,963,0.4,252,3.7,17.1807,13.2852
2013,1,1,12,30,-16.3,1.28,0.029,0.62,64,861,351,0,0,-19.6,64,861,0,351,0.369,75.68,70.51,0.9500000000000001,0.8,962,0.4,254,3.7,17.8866,13.8422
2013,1,1,13,30,-15,1.28,0.035,0.62,62,812,307,0,0,-18.1,62,812,0,307,0.37,77.52,72.46000000000001,0.9500000000000001,0.8,961,0.5,256,3.6,15.3653,11.8583
2013,1,1,14,30,-14.200000000000001,1.25,0.037,0.62,53,729,221,0,4,-16.7,80,0,0,81,0.371,81.25,76.74,0.96,0.8,961,0.5,254,2.9000000000000004,3.9060,2.9922
2013,1,1,15,30,-14.200000000000001,1.24,0.041,0.62,36,537,102,7,4,-15.9,61,1,7,61,0.371,86.82000000000001,82.94,0.96,0.8,961,0.5,246,2,0.0000,0.0000
2013,1,1,16,30,-14.4,1.23,0.046,0.62,0,0,0,0,4,-16.3,0,0,0,0,0.371,85.32000000000001,90.84,0.96,0.8,961,0.5,236,1.7000000000000002,0.0000,0.0000
2013,1,1,17,30,-14.100000000000001,1.23,0.048,0.62,0,0,0,0,4,-16.2,0,0,0,0,0.371,83.87,99.7,0.96,0.8,961,0.6000000000000001,229,1.9000000000000001,0.0000,0.0000
2013,1,1,18,30,-13.600000000000001,1.21,0.05,0.62,0,0,0,0,4,-15.600000000000001,0,0,0,0,0.371,84.85000000000001,109.3,0.96,0.8,961,0.6000000000000001,225,2,0.0000,0.0000
2013,1,1,19,30,-13.3,1.2,0.052000000000000005,0.62,0,0,0,0,4,-15.100000000000001,0,0,0,0,0.372,85.99,119.3,0.96,0.8,960,0.6000000000000001,221,2,0.0000,0.0000
2013,1,1,20,30,-13.3,1.19,0.05,0.62,0,0,0,0,4,-14.9,0,0,0,0,0.372,87.73,129.4,0.96,0.8,960,0.6000000000000001,217,1.9000000000000001,0.0000,0.0000
2013,1,1,21,30,-13.5,1.17,0.049,0.62,0,0,0,0,4,-15,0,0,0,0,0.373,88.69,139.14000000000001,0.96,0.8,959,0.6000000000000001,214,1.8,0.0000,0.0000
2013,1,1,22,30,-13.8,1.16,0.047,0.62,0,0,0,0,4,-15.200000000000001,0,0,0,0,0.374,88.89,147.77,0.96,0.8,959,0.6000000000000001,212,1.7000000000000002,0.0000,0.0000
2013,1,1,23,30,-14,1.1500000000000001,0.042,0.62,0,0,0,0,4,-15.5,0,0,0,0,0.374,88.22,153.83,0.96,0.8,959,0.6000000000000001,209,1.6,0.0000,0.0000
2013,1,2,0,30,-14,1.1400000000000001,0.042,0.62,0,0,0,0,4,-15.700000000000001,0,0,0,0,0.375,87.11,155.16,0.96,0.8,959,0.6000000000000001,205,1.6,0.0000,0.0000
2013,1,2,1,30,-13.700000000000001,1.1500000000000001,0.041,0.62,0,0,0,0,4,-15.5,0,0,0,0,0.375,86.38,151.07,0.9500000000000001,0.8,959,0.6000000000000001,199,1.6,0.0000,0.0000
2013,1,2,2,30,-13.3,1.1500000000000001,0.038,0.62,0,0,0,0,4,-15.100000000000001,0,0,0,0,0.374,86.24,143.41,0.9500000000000001,0.8,959,0.6000000000000001,195,1.8,0.0000,0.0000
2013,1,2,3,30,-12.9,1.17,0.038,0.62,0,0,0,0,4,-14.8,0,0,0,0,0.374,85.72,134.06,0.9500000000000001,0.8,958,0.6000000000000001,194,2,0.0000,0.0000
2013,1,2,4,30,-12.5,1.19,0.039,0.62,0,0,0,0,4,-14.4,0,0,0,0,0.373,85.75,124.07000000000001,0.9500000000000001,0.8,958,0.6000000000000001,192,2.2,0.0000,0.0000
2013,1,2,5,30,-12.200000000000001,1.19,0.039,0.62,0,0,0,0,7,-14,0,0,0,0,0.372,86.31,113.97,0.9500000000000001,0.8,958,0.7000000000000001,189,2.2,0.0000,0.0000
2013,1,2,6,30,-12,1.19,0.04,0.62,0,0,0,0,7,-13.8,0,0,0,0,0.371,86.54,104.13,0.9500000000000001,0.8,959,0.7000000000000001,187,2.2,0.0000,0.0000
2013,1,2,7,30,-11.600000000000001,1.2,0.041,0.62,0,0,0,0,7,-13.600000000000001,0,0,0,0,0.368,84.96000000000001,94.87,0.9500000000000001,0.8,959,0.8,185,2.5,0.0000,0.0000
2013,1,2,8,30,-11.100000000000001,1.2,0.043000000000000003,0.62,23,346,45,7,4,-13.200000000000001,22,0,7,22,0.367,84.61,86.32000000000001,0.9500000000000001,0.8,959,0.8,182,2.9000000000000004,0.0000,0.0000
2013,1,2,9,30,-10.5,1.19,0.054,0.62,50,605,162,0,1,-12.5,50,605,0,162,0.367,85.51,79.4,0.96,0.8,959,0.8,179,3.2,7.7217,5.8886
2013,1,2,10,30,-9.9,1.1500000000000001,0.069,0.62,70,700,262,0,0,-11.8,70,700,0,262,0.366,86,74.14,0.97,0.8,959,0.8,185,3.4000000000000004,12.9106,9.9368
2013,1,2,11,30,-9.5,1.1400000000000001,0.077,0.62,81,742,322,0,4,-11.200000000000001,65,0,0,65,0.365,87.09,71.04,0.97,0.8,959,0.8,194,3.4000000000000004,3.2964,2.5492
2013,1,2,12,30,-9.3,1.1400000000000001,0.085,0.62,86,740,334,0,7,-11.200000000000001,158,10,0,161,0.364,85.93,70.42,0.97,0.8,959,0.8,199,3.2,8.2111,6.3552
2013,1,2,13,30,-9.3,1.1500000000000001,0.089,0.62,82,707,297,0,4,-11.200000000000001,42,0,0,42,0.362,86.13,72.35000000000001,0.97,0.8,959,0.7000000000000001,203,2.8000000000000003,2.1043,1.6242
2013,1,2,14,30,-9.5,1.16,0.085,0.62,68,625,212,0,4,-11.200000000000001,44,0,0,44,0.361,87.33,76.62,0.97,0.8,959,0.7000000000000001,207,2.1,2.1236,1.6271
2013,1,2,15,30,-10.200000000000001,1.19,0.084,0.62,44,433,98,0,4,-11.3,20,0,0,20,0.36,91.32000000000001,82.81,0.96,0.8,960,0.7000000000000001,212,1.4000000000000001,0.0000,0.0000
2013,1,2,16,30,-11.200000000000001,1.23,0.08,0.62,0,0,0,0,4,-12.4,0,0,0,0,0.36,90.77,90.09,0.96,0.8,960,0.6000000000000001,225,1.2000000000000002,0.0000,0.0000
2013,1,2,17,30,-11.600000000000001,1.26,0.076,0.62,0,0,0,0,4,-13.100000000000001,0,0,0,0,0.361,88.42,99.56,0.9500000000000001,0.8,961,0.6000000000000001,244,1.2000000000000002,0.0000,0.0000
2013,1,2,18,30,-11.600000000000001,1.28,0.076,0.62,0,0,0,0,4,-13.200000000000001,0,0,0,0,0.363,87.99,109.15,0.9500000000000001,0.8,961,0.6000000000000001,267,1.2000000000000002,0.0000,0.0000
2013,1,2,19,30,-11.4,1.3,0.07200000000000001,0.62,0,0,0,0,4,-13,0,0,0,0,0.368,87.96000000000001,119.16,0.9500000000000001,0.8,961,0.5,291,1.2000000000000002,0.0000,0.0000
2013,1,2,20,30,-11.200000000000001,1.33,0.066,0.62,0,0,0,0,4,-12.700000000000001,0,0,0,0,0.374,88.55,129.25,0.9500000000000001,0.8,961,0.5,310,1.4000000000000001,0.0000,0.0000
2013,1,2,21,30,-11.200000000000001,1.34,0.063,0.62,0,0,0,0,4,-12.5,0,0,0,0,0.38,90.14,138.99,0.9500000000000001,0.8,962,0.5,321,1.6,0.0000,0.0000
2013,1,2,22,30,-11.4,1.32,0.064,0.62,0,0,0,0,4,-12.5,0,0,0,0,0.381,91.33,147.63,0.9500000000000001,0.8,962,0.5,325,1.8,0.0000,0.0000
2013,1,2,23,30,-11.8,1.32,0.063,0.62,0,0,0,0,4,-12.700000000000001,0,0,0,0,0.382,92.86,153.71,0.9500000000000001,0.8,962,0.5,325,1.9000000000000001,0.0000,0.0000
2013,1,3,0,30,-12.200000000000001,1.29,0.063,0.62,0,0,0,0,4,-13.200000000000001,0,0,0,0,0.387,92.18,155.08,0.96,0.8,963,0.5,323,2,0.0000,0.0000
2013,1,3,1,30,-12.5,1.27,0.065,0.62,0,0,0,0,4,-13.700000000000001,0,0,0,0,0.39,90.45,151.04,0.96,0.8,963,0.5,322,2.2,0.0000,0.0000
2013,1,3,2,30,-12.8,1.26,0.065,0.62,0,0,0,0,4,-14,0,0,0,0,0.389,90.72,143.4,0.97,0.8,964,0.4,321,2.6,0.0000,0.0000
2013,1,3,3,30,-13.100000000000001,1.25,0.06,0.62,0,0,0,0,4,-14.5,0,0,0,0,0.388,89.37,134.07,0.97,0.8,964,0.4,322,3,0.0000,0.0000
2013,1,3,4,30,-13.5,1.22,0.055,0.62,0,0,0,0,4,-15,0,0,0,0,0.386,88.7,124.08,0.97,0.8,965,0.4,323,3.1,0.0000,0.0000
2013,1,3,5,30,-14.200000000000001,1.21,0.047,0.62,0,0,0,0,4,-15.700000000000001,0,0,0,0,0.38,88.73,113.98,0.97,0.8,965,0.5,321,2.6,0.0000,0.0000
2013,1,3,6,30,-15,1.18,0.041,0.62,0,0,0,0,4,-16.5,0,0,0,0,0.375,88.2,104.13,0.97,0.8,965,0.5,318,2.1,0.0000,0.0000
2013,1,3,7,30,-15.8,1.17,0.039,0.62,0,0,0,0,1,-17.5,0,0,0,0,0.371,86.62,94.87,0.96,0.8,966,0.5,310,1.8,0.0000,0.0000
2013,1,3,8,30,-15.4,1.19,0.036000000000000004,0.62,23,378,48,0,0,-18.2,23,378,0,48,0.366,78.9,86.29,0.96,0.8,966,0.6000000000000001,301,2.1,0.0000,0.0000
2013,1,3,9,30,-14.100000000000001,1.2,0.034,0.62,46,662,168,0,1,-17.1,46,662,0,168,0.359,78.04,79.36,0.96,0.8,966,0.6000000000000001,290,2.9000000000000004,8.0079,6.1072
2013,1,3,10,30,-12.9,1.25,0.032,0.62,58,775,270,0,0,-16,58,775,0,270,0.354,77.59,74.08,0.9500000000000001,0.8,965,0.7000000000000001,275,3.5,13.3121,10.2469
2013,1,3,11,30,-12.200000000000001,1.27,0.034,0.62,65,821,333,0,0,-15,65,821,0,333,0.352,79.32000000000001,70.95,0.9500000000000001,0.8,965,0.7000000000000001,262,4,16.9014,13.0721
2013,1,3,12,30,-11.8,1.22,0.036000000000000004,0.62,67,826,346,0,0,-14.5,67,826,0,346,0.352,80.66,70.31,0.9500000000000001,0.8,964,0.7000000000000001,253,4.5,17.6637,13.6733
2013,1,3,13,30,-11.5,1.18,0.039,0.62,65,793,307,0,0,-14,65,793,0,307,0.35100000000000003,81.56,72.23,0.9500000000000001,0.8,963,0.7000000000000001,248,4.9,15.3983,11.8879
2013,1,3,14,30,-11.200000000000001,1.17,0.039,0.62,55,722,224,0,0,-13.600000000000001,55,722,0,224,0.35000000000000003,82.18,76.48,0.9500000000000001,0.8,963,0.6000000000000001,244,4.9,10.8221,8.2943
2013,1,3,15,30,-11.3,1.16,0.04,0.62,37,533,105,0,0,-13.3,37,533,0,105,0.34700000000000003,84.97,82.67,0.9500000000000001,0.8,962,0.7000000000000001,242,4.6000000000000005,0.0000,0.0000
2013,1,3,16,30,-11.700000000000001,1.18,0.039,0.62,0,0,0,0,0,-13.4,0,0,0,0,0.343,87.19,89.97,0.9500000000000001,0.8,961,0.7000000000000001,240,4.7,0.0000,0.0000
2013,1,3,17,30,-12,1.2,0.034,0.62,0,0,0,0,7,-13.700000000000001,0,0,0,0,0.342,87.33,99.41,0.9400000000000001,0.8,960,0.7000000000000001,237,5.4,0.0000,0.0000
2013,1,3,18,30,-12,1.2,0.032,0.62,0,0,0,0,0,-13.700000000000001,0,0,0,0,0.342,87.43,109.01,0.9400000000000001,0.8,959,0.7000000000000001,235,6.1000000000000005,0.0000,0.0000
2013,1,3,19,30,-11.8,1.2,0.029,0.62,0,0,0,0,0,-13.5,0,0,0,0,0.342,87.43,119.02,0.93,0.8,958,0.6000000000000001,236,6.4,0.0000,0.0000
2013,1,3,20,30,-11.5,1.18,0.023,0.62,0,0,0,0,4,-13.100000000000001,0,0,0,0,0.342,87.87,129.11,0.92,0.8,957,0.5,240,6.2,0.0000,0.0000
2013,1,3,21,30,-11.4,1.17,0.02,0.62,0,0,0,0,0,-12.9,0,0,0,0,0.342,88.76,138.85,0.91,0.8,957,0.5,248,5.7,0.0000,0.0000
2013,1,3,22,30,-11.5,1.18,0.019,0.62,0,0,0,0,0,-12.9,0,0,0,0,0.343,89.08,147.49,0.91,0.8,957,0.6000000000000001,256,5.1000000000000005,0.0000,0.0000
2013,1,3,23,30,-11.600000000000001,1.2,0.02,0.62,0,0,0,0,0,-13,0,0,0,0,0.34500000000000003,89.66,153.58,0.9,0.8,957,0.8,262,4.2,0.0000,0.0000
2013,1,4,0,30,-11.9,1.24,0.021,0.62,0,0,0,0,0,-13.200000000000001,0,0,0,0,0.34700000000000003,90.15,154.99,0.91,0.8,957,0.9,267,3.4000000000000004,0.0000,0.0000
2013,1,4,1,30,-12.100000000000001,1.28,0.022,0.62,0,0,0,0,0,-13.3,0,0,0,0,0.35000000000000003,90.46000000000001,150.99,0.91,0.8,957,0.8,273,2.9000000000000004,0.0000,0.0000
2013,1,4,2,30,-12.3,1.3,0.024,0.62,0,0,0,0,0,-13.5,0,0,0,0,0.352,90.78,143.39000000000001,0.91,0.8,957,0.6000000000000001,278,2.6,0.0000,0.0000
2013,1,4,3,30,-12.600000000000001,1.3,0.025,0.62,0,0,0,0,1,-13.8,0,0,0,0,0.352,90.71000000000001,134.07,0.91,0.8,958,0.5,281,2.3000000000000003,0.0000,0.0000
2013,1,4,4,30,-12.9,1.29,0.026000000000000002,0.62,0,0,0,0,1,-14.200000000000001,0,0,0,0,0.35000000000000003,90.33,124.08,0.91,0.8,958,0.4,282,2.1,0.0000,0.0000
2013,1,4,5,30,-13.100000000000001,1.3,0.024,0.62,0,0,0,0,1,-14.5,0,0,0,0,0.34900000000000003,89.48,113.98,0.91,0.8,958,0.4,280,2.1,0.0000,0.0000
2013,1,4,6,30,-13,1.28,0.024,0.62,0,0,0,0,1,-14.600000000000001,0,0,0,0,0.35000000000000003,88.10000000000001,104.13,0.91,0.8,958,0.4,277,2.2,0.0000,0.0000
2013,1,4,7,30,-12.700000000000001,1.27,0.023,0.62,0,0,0,0,1,-14.4,0,0,0,0,0.352,87.01,94.85000000000001,0.91,0.8,959,0.4,275,2.5,0.0000,0.0000
2013,1,4,8,30,-11.3,1.26,0.022,0.62,22,459,51,0,1,-13.8,22,459,0,51,0.353,81.77,86.27,0.91,0.8,959,0.30000000000000004,278,3.2,0.0000,0.0000
2013,1,4,9,30,-8.8,1.26,0.022,0.62,42,727,177,0,0,-11.4,42,727,0,177,0.35100000000000003,81.45,79.32000000000001,0.92,0.8,960,0.30000000000000004,282,3.8000000000000003,8.4372,6.4349
2013,1,4,10,30,-6.7,1.3,0.022,0.62,53,837,284,0,0,-8.8,53,837,0,284,0.34600000000000003,85.04,74.01,0.91,0.8,960,0.30000000000000004,286,4.2,14.0114,10.7864
2013,1,4,11,30,-5.2,1.32,0.021,0.62,58,873,344,0,0,-7.300000000000001,58,873,0,344,0.341,85.18,70.87,0.91,0.8,961,0.4,289,4.5,17.4725,13.5153
2013,1,4,12,30,-4.4,1.35,0.021,0.62,59,882,358,0,0,-6.4,59,882,0,358,0.335,86.16,70.2,0.91,0.8,961,0.4,292,4.5,18.2945,14.1635
2013,1,4,13,30,-4.3,1.34,0.021,0.62,56,857,319,0,0,-5.9,56,857,0,319,0.331,88.57000000000001,72.10000000000001,0.91,0.8,961,0.4,295,4.1000000000000005,16.0196,12.3699
2013,1,4,14,30,-5.1000000000000005,1.33,0.02,0.62,47,787,233,0,0,-5.9,47,787,0,233,0.328,94.09,76.35000000000001,0.91,0.8,962,0.4,297,3.1,11.2679,8.6380
2013,1,4,15,30,-7.5,1.33,0.02,0.62,33,623,114,0,0,-7.5,33,623,0,114,0.325,100,82.53,0.91,0.8,962,0.4,302,2.1,0.0000,0.0000
2013,1,4,16,30,-10.5,1.33,0.021,0.62,0,0,0,0,0,-10.5,0,0,0,0,0.324,100,89.85000000000001,0.92,0.8,963,0.4,311,1.8,0.0000,0.0000
2013,1,4,17,30,-12.5,1.32,0.024,0.62,0,0,0,0,0,-12.5,0,0,0,0,0.325,100,99.26,0.93,0.8,964,0.4,326,1.7000000000000002,0.0000,0.0000
2013,1,4,18,30,-13.3,1.3,0.028,0.62,0,0,0,0,1,-13.4,0,0,0,0,0.328,99.21000000000001,108.86,0.9400000000000001,0.8,964,0.4,342,1.6,0.0000,0.0000
2013,1,4,19,30,-13.200000000000001,1.27,0.031,0.62,0,0,0,0,1,-13.700000000000001,0,0,0,0,0.331,96,118.87,0.9400000000000001,0.8,964,0.30000000000000004,180,1.5,0.0000,0.0000
2013,1,4,20,30,-12.9,1.26,0.033,0.62,0,0,0,0,1,-13.5,0,0,0,0,0.334,95.19,128.96,0.9500000000000001,0.8,964,0.30000000000000004,18,1.4000000000000001,0.0000,0.0000
2013,1,4,21,30,-12.600000000000001,1.26,0.035,0.62,0,0,0,0,4,-13.5,0,0,0,0,0.337,93.03,138.70000000000002,0.9500000000000001,0.8,964,0.4,36,1.4000000000000001,0.0000,0.0000
2013,1,4,22,30,-12.200000000000001,1.27,0.034,0.62,0,0,0,0,7,-13.4,0,0,0,0,0.342,90.91,147.34,0.9400000000000001,0.8,964,0.4,54,1.3,0.0000,0.0000
2013,1,4,23,30,-12.100000000000001,1.28,0.031,0.62,0,0,0,0,7,-13,0,0,0,0,0.34800000000000003,92.64,153.44,0.9400000000000001,0.8,964,0.4,77,1.1,0.0000,0.0000
2013,1,5,0,30,-12.8,1.27,0.029,0.62,0,0,0,0,0,-13.3,0,0,0,0,0.355,96.39,154.89000000000001,0.9400000000000001,0.8,964,0.5,102,1.2000000000000002,0.0000,0.0000
2013,1,5,1,30,-13.8,1.25,0.026000000000000002,0.62,0,0,0,0,10,-14.3,0,0,0,0,0.36,96.33,150.94,0.9400000000000001,0.8,964,0.5,118,1.3,0.0000,0.0000
2013,1,5,2,30,-14.4,1.24,0.025,0.62,0,0,0,0,0,-15.4,0,0,0,0,0.363,91.96000000000001,143.37,0.9400000000000001,0.8,964,0.5,127,1.3,0.0000,0.0000
2013,1,5,3,30,-14.700000000000001,1.22,0.025,0.62,0,0,0,0,0,-16.1,0,0,0,0,0.36,89.29,134.06,0.9400000000000001,0.8,963,0.5,133,1.3,0.0000,0.0000
2013,1,5,4,30,-14.8,1.22,0.025,0.62,0,0,0,0,0,-16.3,0,0,0,0,0.35100000000000003,88.18,124.08,0.9400000000000001,0.8,962,0.6000000000000001,140,1.4000000000000001,0.0000,0.0000
2013,1,5,5,30,-14.9,1.23,0.024,0.62,0,0,0,0,1,-16.400000000000002,0,0,0,0,0.342,88.31,113.98,0.9400000000000001,0.8,962,0.6000000000000001,148,1.5,0.0000,0.0000
2013,1,5,6,30,-14.9,1.25,0.024,0.62,0,0,0,0,4,-16.5,0,0,0,0,0.338,87.84,104.12,0.93,0.8,961,0.6000000000000001,153,1.4000000000000001,0.0000,0.0000
2013,1,5,7,30,-14.700000000000001,1.27,0.024,0.62,0,0,0,0,1,-16.5,0,0,0,0,0.335,86.07000000000001,94.83,0.93,0.8,961,0.6000000000000001,151,1.2000000000000002,0.0000,0.0000
2013,1,5,8,30,-13.5,1.29,0.025,0.62,22,420,50,7,4,-16,24,0,7,24,0.331,81.38,86.23,0.93,0.8,961,0.6000000000000001,137,1.1,0.0000,0.0000
2013,1,5,9,30,-11.600000000000001,1.29,0.027,0.62,44,685,171,7,4,-14.100000000000001,99,2,7,99,0.327,81.85000000000001,79.26,0.9400000000000001,0.8,961,0.6000000000000001,114,1.3,4.7194,3.5997
2013,1,5,10,30,-9.600000000000001,1.3,0.029,0.62,57,794,276,7,4,-12.100000000000001,168,7,7,170,0.323,82.25,73.94,0.9400000000000001,0.8,960,0.6000000000000001,100,1.6,8.3925,6.4615
2013,1,5,11,30,-7.6000000000000005,1.34,0.028,0.62,62,845,340,7,4,-10.200000000000001,198,8,7,201,0.321,81.91,70.77,0.93,0.8,959,0.6000000000000001,92,1.6,10.2185,7.9053
2013,1,5,12,30,-5.9,1.36,0.028,0.62,63,847,352,7,4,-8.5,219,15,7,224,0.323,81.9,70.08,0.93,0.8,959,0.7000000000000001,72,1.5,11.4592,8.8730
2013,1,5,13,30,-5,1.36,0.028,0.62,60,820,314,7,4,-7.300000000000001,143,1,7,143,0.326,83.68,71.97,0.9400000000000001,0.8,958,0.7000000000000001,42,1.4000000000000001,7.1899,5.5529
2013,1,5,14,30,-5.300000000000001,1.34,0.03,0.62,52,743,229,0,4,-6.5,58,0,0,58,0.329,90.99,76.2,0.9400000000000001,0.8,958,0.7000000000000001,14,1.3,2.8081,2.1533
2013,1,5,15,30,-7.1000000000000005,1.33,0.031,0.62,36,579,113,7,4,-7.2,58,1,7,58,0.33,99.58,82.38,0.9400000000000001,0.8,958,0.6000000000000001,174,1.4000000000000001,0.0000,0.0000
2013,1,5,16,30,-9,1.32,0.032,0.62,0,0,0,7,4,-9.5,0,0,7,0,0.331,96.37,89.72,0.9400000000000001,0.8,958,0.6000000000000001,345,2.4000000000000004,0.0000,0.0000
2013,1,5,17,30,-10.100000000000001,1.3,0.032,0.62,0,0,0,0,4,-10.8,0,0,0,0,0.332,94.47,99.11,0.9400000000000001,0.8,959,0.6000000000000001,341,3.1,0.0000,0.0000
2013,1,5,18,30,-11.3,1.3,0.031,0.62,0,0,0,0,7,-11.9,0,0,0,0,0.332,95.36,108.7,0.9400000000000001,0.8,960,0.5,339,2.8000000000000003,0.0000,0.0000
2013,1,5,19,30,-12.200000000000001,1.29,0.027,0.62,0,0,0,0,4,-13.200000000000001,0,0,0,0,0.332,92.05,118.71000000000001,0.9400000000000001,0.8,960,0.5,337,2.4000000000000004,0.0000,0.0000
2013,1,5,20,30,-12.200000000000001,1.24,0.028,0.62,0,0,0,0,7,-13.8,0,0,0,0,0.332,87.64,128.8,0.9500000000000001,0.8,960,0.5,334,2.4000000000000004,0.0000,0.0000
2013,1,5,21,30,-11.600000000000001,1.17,0.035,0.62,0,0,0,0,7,-13.3,0,0,0,0,0.331,87.39,138.54,0.96,0.8,960,0.5,332,2.6,0.0000,0.0000
2013,1,5,22,30,-11.4,1.1500000000000001,0.037,0.62,0,0,0,0,7,-12.8,0,0,0,0,0.331,89.49,147.18,0.96,0.8,961,0.5,330,2.6,0.0000,0.0000
2013,1,5,23,30,-11.4,1.1500000000000001,0.029,0.62,0,0,0,0,4,-12.8,0,0,0,0,0.332,89.45,153.3,0.9500000000000001,0.8,961,0.4,327,2.6,0.0000,0.0000
2013,1,6,0,30,-11.700000000000001,1.1400000000000001,0.025,0.62,0,0,0,0,7,-13,0,0,0,0,0.334,90.07000000000001,154.78,0.9500000000000001,0.8,962,0.4,326,2.4000000000000004,0.0000,0.0000
2013,1,6,1,30,-12.3,1.18,0.026000000000000002,0.62,0,0,0,0,7,-13.4,0,0,0,0,0.334,91.19,150.88,0.9500000000000001,0.8,962,0.4,327,2,0.0000,0.0000
2013,1,6,2,30,-14.100000000000001,1.29,0.026000000000000002,0.62,0,0,0,0,4,-14.600000000000001,0,0,0,0,0.333,96.15,143.34,0.9400000000000001,0.8,963,0.4,329,1.8,0.0000,0.0000
2013,1,6,3,30,-16.5,1.36,0.025,0.62,0,0,0,0,4,-16.900000000000002,0,0,0,0,0.328,96.44,134.05,0.9400000000000001,0.8,963,0.4,330,1.9000000000000001,0.0000,0.0000
2013,1,6,4,30,-18.1,1.37,0.024,0.62,0,0,0,0,4,-19,0,0,0,0,0.321,92.79,124.07000000000001,0.93,0.8,964,0.4,333,2,0.0000,0.0000
2013,1,6,5,30,-18.7,1.34,0.022,0.62,0,0,0,0,4,-19.8,0,0,0,0,0.315,90.71000000000001,113.97,0.93,0.8,965,0.4,339,1.9000000000000001,0.0000,0.0000
2013,1,6,6,30,-18.8,1.31,0.021,0.62,0,0,0,0,4,-20.3,0,0,0,0,0.31,88.22,104.11,0.93,0.8,965,0.4,343,1.7000000000000002,0.0000,0.0000
