site.latitude,site.longitude
34.76,-110.299
40.937,-97.37
41.48,-115.413
39.14,-104.132
39.924,-99.497
35.237,-101.667
43.863,-97.284
45.475,-70.059
42.465,-78.833
36.676,-91.967
38.64,-84.945
28.058,-81.207
40.382,-113.167
44.806,-92.658
43.201,-91.085
44.3,-91.917
26.265,-98.539
47.376,-123.814
36.412,-78.163
40.22,-81.77
33.223,-91.901
43.755,-98.195
33.708,-91.611
40.776,-102.885
45.703,-93.708
45.523,-95.126
34.505,-110.782
45.036,-95.288
39.679,-120.431
32.39,-81.11
45.067,-84.214
39.513,-83.649
46.638,-91.752
42.374,-110.402
27.197,-82.459
27.183,-80.764
46.378,-118.873
47.117,-100.58
36.318,-98.634
32.074,-113.268
29.24,-81.726
32.811,-87.656
31.874,-103.451
44.139,-114.873
40.967,-91.404
42.695,-97.11
33.295,-87.469
38.206,-109.633
32.453,-108.547
34.459,-98.036
29.896,-104.627
46.317,-86.678
37.873,-103.977
41.359,-102.949
34.151,-78.47
37.764,-79.349
39.278,-85.55
30.162,-99.415
45.259,-87.002
45.913,-83.725
37.618,-88.725
28.554,-81.112
41.041,-114.979
37.358,-100.19
47.374,-94.612
36.193,-105.549
32.84,-99.67
38.913,-91.406
43.752,-90.126
43.372,-113.863
47.289,-88.304
36.415,-101.764
32.986,-97.348
42.273,-83.698
40.126,-120.753
29.859,-102.01
35.967,-91.333
46.579,-86.154
32.467,-93.228
44.052,-120.815
47.326,-106.437
46.538,-122.238
40.703,-116.655
33.491,-89.014
43.512,-89.086
40.972,-106.121
37.421,-90.818
46.882,-97.672
32.333,-91.95
37.472,-99.645
34.583,-79.438
39.298,-115.334
37.26,-77.796
35.133,-98.856
44.315,-117.916
48.05,-123.471
34.798,-104.292
29.906,-97.169
46.663,-108.732
37.162,-91.8
30.444,-82.508
34.618,-80.503
44.702,-111.751
35.26,-101.134
42.186,-113.821
32.878,-101.353
33.268,-114.747
35.054,-97.787
30.7,-97.558
35.393,-81.143
31.277,-98.708
39.654,-93.636
39.467,-94.212
32.912,-79.692
40.352,-97.358
47.794,-110.47
37.789,-98.692
30.854,-102.089
34.123,-89.743
33.297,-113.167
42.185,-86.404
45.906,-101.75
48.572,-109.502
48.978,-103.236
42.019,-101.243
47.909,-106.545
42.678,-82.712
41.021,-86.58
44.356,-74.359
38.945,-111.928
40.415,-99.379
29.818,-102.752
41.418,-123.558
34.173,-94.74
42.645,-115.631
31.345,-82.472
30.949,-86.727
43.11,-107.688
42.183,-116.09
39.575,-84.355
48.456,-117.7
42.603,-101.293
38.941,-86.313
30.237,-102.415
35.35,-104.895
38.795,-90.851
34.686,-111.759
45.449,-113.065
36.736,-96.603
46.647,-106.314
30.229,-85.311
34.886,-91.405
44.223,-105.898
30.384,-104.808
32.292,-97.464
40.127,-102.096
47.536,-102.565
41.65,-88.996
42.068,-84.783
37.067,-82.853
48.158,-103.954
30.802,-83.964
36.604,-99.054
43.81,-115.858
34.08,-79.422
37.68,-106.735
32.363,-99.004
34.511,-102.403
48.843,-97.067
39.351,-81.961
34.08,-96.581
37.799,-98.138
35.783,-106.981
41.333,-107.799
36.663,-102.742
34.409,-86.407
38.64,-76.265
33.797,-82.932
41.434,-118.403
40.553,-96.35
48.924,-98.565
43.756,-75.045
44.858,-68.883
29.34,-100.119
32.72,-85.205
43.09,-119.95
37.368,-122.428
39.556,-117.598
46.087,-89.891
46.134,-105.109
48.605,-107.842
33.649,-85.59
44.594,-113.603
34.028,-105.389
48.322,-113.11
40.001,-91.759
45.545,-116.291
31.453,-88.19
40.397,-78.953
46.249,-100.194
33.966,-93.957
44.386,-71.973
40.787,-86.032
44.058,-94.688
44.948,-108.05
32.474,-88.597
44.332,-112.433
35.729,-88.385
40.272,-118.138
46.958,-99.121
46.897,-101.366
34.226,-92.37
42.91,-100.868
34.797,-114.617
35.983,-78.687
37.38,-121.86
47.243,-108.862
46.576,-110.81
36.923,-79.001
37.32,-97.297
38.232,-112.889
40.087,-102.955
36.523,-86.93
43.217,-100.44
40.988,-92.13
39.477,-105.03
42.727,-89.024
47.566,-97.692
42.335,-91.451
37.305,-98.397
40.649,-106.506
29.71,-96.671
30.849,-83.45
35.697,-102.378
31.194,-94.159
38.392,-88.5
33.287,-103.076
41.283,-108.38
31.7,-94.91
44.244,-90.231
43.469,-97.73
29.773,-99.026
38.105,-94.806
33.192,-95.925
41.24,-85.519
43.367,-116.176
48.03,-102.458
42.186,-98.733
40.16,-114.13
32.834,-111.353
39.257,-77.09
42.973,-118.819
45.223,-83.711
39.81,-80.704
41.678,-89.583
39.826,-121.821
44.404,-107.476
32.669,-80.139
35.018,-88.061
44.798,-83.331
42.005,-94.139
37.228,-95.646
46.403,-95.749
37.002,-93.181
43.865,-109.218
45.928,-119.182
33.162,-105.015
45.734,-108.054
33.644,-79.922
32.689,-94.637
34.517,-120.375
32.175,-104.894
48.777,-116.806
42.398,-97.551
38.64,-105.762
30.981,-88.618
39.842,-80.116
47.537,-119.85
41.517,-71.12
39.696,-89.064
37.832,-120.028
31.585,-93.769
44.743,-96.839
41.431,-95.915
33.001,-104.476
43.304,-112.767
48.977,-117.564
47.43,-117.138
41.059,-88.915
38.728,-75.52
44.881,-102.894
37.032,-96.195
31.951,-107.561
38.772,-120.96
31.771,-90.325
39.353,-90.096
32.284,-97.976
36.554,-110.263
46.721,-103.274
45.818,-95.751
30.527,-91.547
32.302,-109.038
30.21,-96.676
41.765,-83.501
41.709,-90.317
35.23,-106.49
41.223,-88.31
28.704,-97.273
40.355,-112.574
47.241,-68.564
45.035,-121.558
36.775,-100.018
36.204,-80.418
47.619,-114.054
35.359,-110.287
48.046,-107.395
45.123,-97.934
42.622,-104.89
48.074,-109.548
42.699,-111.994
45.997,-84.822
25.904,-80.408
35.246,-88.571
41.211,-98.691
37.158,-84.912
39.098,-75.981
38.874,-105.23
34.412,-85.212
41.954,-120.116
39.425,-89.52
35.947,-111.229
43.355,-109.413
28.532,-81.733
39.612,-116.594
35.702,-110.767
46.815,-121.202
43.656,-82.65
38.577,-98.443
44.4,-89.291
41.239,-117.732
46.594,-111.623
33.114,-108.923
47.879,-111.649
45.245,-85.279
40.608,-102.287
30.949,-88.117
46.281,-98.767
42.398,-123.229
42.663,-118.241
37.848,-80.032
28.179,-82.166
44.829,-101.801
41.221,-116.527
42.313,-110.99
45.975,-121.979
39.863,-90.623
46.107,-97.017
39.262,-107.852
41.838,-119.006
39.377,-101.315
34.93,-92.865
45.891,-121.286
41.659,-107.416
30.368,-92.806
42.806,-84.196
36.04,-82.505
40.843,-95.045
44.448,-97.296
41.691,-72.115
43.03,-114.988
38.327,-104.593
43.844,-102.012
46.797,-120.697
38.804,-88.876
34.389,-91.305
34.257,-103.436
44.271,-115.385
42.682,-76.639
39.592,-100.762
33.399,-81.163
38.316,-85.843
40.792,-118.024
41.862,-110.582
47.649,-106.006
38.073,-92.857
34.65,-79.959
37.656,-91.908
39.939,-84.001
44.265,-85.299
47.903,-100.48
38.003,-97.588
34.163,-119.029
48.107,-107.902
41.946,-111.65
40.311,-86.251
44.548,-95.14
36.559,-80.06
34.75,-111.236
37.696,-105.207
45.809,-97.642
43.289,-103.471
39.889,-110.568
36.72,-80.575
36.881,-112.549
29.976,-90.335
42.446,-85.914
44.062,-106.794
44.387,-73.241
42.681,-98.306
32.975,-88.675
36.989,-92.633
26.455,-99.02
41.502,-122.068
34.013,-102.49
36.392,-121.196
29.595,-98.03
40.942,-77.769
33.56,-107.426
39.227,-110.276
38.429,-91.58
28.811,-96.174
39.12,-78.282
47.844,-124.05
44.94,-114.023
47.961,-94.761
38.291,-98.014
45.647,-112.166
38.359,-114.914
48.609,-102.691
30.697,-82.969
46.87,-113.654
46.018,-120.524
36.194,-102.288
44.8,-108.645
36.394,-99.588
32.197,-95.03
34.502,-100.285
43.282,-121.748
33.725,-92.133
27.453,-99.419
38.62,-80.697
42.556,-109.54
40.926,-98.243
35.592,-111.694
35.919,-107.682
37.932,-100.643
38.493,-97.46
39.311,-79.815
33.855,-98.674
39.573,-86.934
46.208,-96.225
38.176,-101.917
36.614,-107.664
38.355,-119.932
38.559,-99.284
33.043,-86.719
44.672,-100.702
46.913,-109.274
33.983,-115.339
26.953,-99.278
48.479,-100.857
30.179,-103.409
35.885,-104.288
43.684,-88.609
35.667,-109.265
40.58,-89.113
38.736,-118.914
48.527,-98.877
34.528,-103.863
31.956,-88.265
45.189,-92.324
34.779,-87.423
43.144,-84.737
34.429,-88.128
42.573,-121.755
37.415,-84.453
33.174,-80.159
46.49,-101.808
46.191,-116.682
47.357,-98.657
32.569,-114.696
35.646,-97.668
40.193,-108.459
45.577,-107.547
40.333,-123.38
40.797,-119.22
37.378,-120.29
31.612,-111.484
42.58,-101.889
35.169,-80.11
48.259,-95.741
38.877,-98.032
48.826,-115.635
29.259,-103.69
41.245,-104.989
34.472,-96.98
37.957,-109.16
42.664,-99.203
39.934,-105.526
32.381,-85.9
29.794,-93.945
34.435,-81.479
38.279,-86.69
43.909,-114.334
44.982,-100.105
48.301,-104.965
38.909,-100.712
37.905,-90.642
45.919,-88.326
33.112,-83.057
31.239,-104.021
35.309,-113.123
42.996,-109.03
48.306,-121.375
43.184,-95.159
36.629,-97.692
35.391,-76.654
44.203,-116.617
38.466,-82.998
38.779,-81.23
32.944,-88.16
38.318,-103.05
28.994,-98.014
36.26,-77.098
41.321,-78.403
35.957,-110.275
41.898,-101.825
34.425,-112.236
44.42,-121.609
45.717,-105.518
35.828,-112.979
29.855,-92.331
36.528,-94.153
32.529,-107.782
45.108,-113.441
33.468,-98.269
35.825,-98.75
48.157,-97.218
45.501,-98.73
43.332,-77.817
36.547,-113.574
45.419,-110.518
41.607,-121.502
31.32,-87.697
37.087,-89.882
46.698,-67.827
31.987,-88.774
36.182,-100.119
46.738,-112.149
39.924,-111.156
43.804,-106.289
41.138,-96.353
38.911,-104.669
35.016,-102.183
27.872,-98.832
48.561,-101.36
35.759,-87.301
31.543,-86.652
40.883,-104.5
46.018,-117.917
39.133,-112.836
33.187,-94.887
41.121,-93.728
33.659,-103.505
47.54,-104.519
40.995,-82.625
35.278,-87.495
40.345,-90.438
36.241,-101.207
47.986,-100.978
39.674,-95.918
45.493,-67.928
42.984,-94.561
39.379,-111.603
43.353,-87.89
32.522,-105.582
35.067,-96.189
32.61,-109.873
38.446,-92.139
32.888,-90.885
42.465,-92.635
36.626,-111.382
34.735,-113.656
37.22,-108.6
31.456,-84.497
31.521,-91.487
33.787,-117.159
36.731,-81.54
38.129,-89.088
46.969,-105.887
41.689,-92.824
29.477,-90.372
42.555,-111.503
48.059,-119.736
40.147,-107.871
33.677,-94.488
32.052,-111.189
36.831,-97.151
35.604,-79.601
47.61,-107.962
43.274,-76.603
48.584,-112.519
36.948,-112.01
33.539,-102.055
35.957,-79.242
35.652,-90.816
44.394,-122.877
39.957,-111.744
39.081,-116.135
31.305,-86.174
43.432,-92.279
36.984,-82.04
38.394,-79.616
42.563,-113.171
30.878,-85.851
30.581,-87.15
47.356,-122.791
46.327,-91.139
31.672,-104.961
39.216,-100.309
33.147,-85.532
42.59,-73.3
36.705,-83.199
42.581,-75.908
30.46,-88.293
32.103,-82.977
33.796,-87.541
33.112,-82.14
41.052,-84.377
39.238,-77.673
48.651,-96.07
43.146,-82.457
35.475,-112.619
48.129,-116.396
34.502,-78.113
44.703,-87.551
40.145,-93.762
40.972,-100.428
37.442,-91.369
31.535,-105.454
40.226,-116.499
40.356,-110.821
32.216,-85.15
40.227,-87.997
38.145,-108.214
41.616,-120.896
37.718,-95.92
30.602,-90.915
45.321,-101.693
42.974,-103.885
37.197,-75.991
42.694,-122.74
43.872,-121.846
32.475,-103.383
33.388,-108.185
42.553,-108.485
34.573,-96.453
37.59,-93.156
41.714,-117.899
45.084,-104.635
37.647,-89.276
31.604,-96.561
39.037,-99.732
41.433,-90.782
46.583,-87.917
47.735,-92.648
38.862,-80.212
29.757,-103.741
42.159,-122.35
25.404,-80.504
37.561,-111.877
46.506,-90.645
43.766,-122.432
36.628,-85.684
40.276,-119.325
36.196,-76.01
33.91,-85.156
39.093,-116.718
40.205,-99.944
44.307,-68.658
27.664,-80.548
44.595,-84.463
32.971,-98.383
47.851,-124.566
35.772,-105.896
46.467,-69.935
45.955,-85.624
30.283,-85.931
33.977,-97.105
37.438,-100.747
30.801,-101.079
42.937,-99.969
39.257,-118.808
42.544,-106.078
36.192,-83.022
48.154,-113.726
30.81,-95.802
45.076,-114.54
42.325,-79.325
39.7,-106.065
41.597,-104.007
44.135,-83.625
30.289,-93.682
42.679,-117.479
42.514,-115.132
44.792,-75.31
44.123,-84.708
42.429,-119.076
41.229,-101.47
32.98,-97.865
34.974,-112.634
30.196,-83.936
47.25,-120.395
45.214,-87.948
34.968,-120.672
33.984,-103.013
37.328,-81.55
33.93,-103.928
40.422,-112.006
32.409,-104.407
43.157,-107.09
41.42,-94.157
32.861,-98.896
37.641,-111.196
43.182,-123.902
40.932,-75.544
38.645,-102.381
46.361,-121.496
44.742,-90.493
31.87,-98.857
32.356,-92.719
40.101,-77.425
31.948,-92.354
36.636,-84.586
41.823,-103.444
47.02,-121.795
34.144,-86.839
37.46,-102.545
35.097,-85.106
32.196,-101.047
41.433,-120.216
33.467,-93.711
47.034,-122.303
39.864,-94.773
42.222,-106.474
34.851,-77.753
47.459,-117.648
48.545,-94.418
45.166,-111.086
39.045,-113.531
32.885,-108.231
41.543,-80.279
38.603,-78.137
48.23,-104.458
48.923,-111.102
45.268,-89.036
40.493,-87.529
36.966,-108.138
35.526,-82.335
38.787,-109.754
48.889,-100.227
41.723,-96.651
47.755,-98.187
45.583,-69.521
26.072,-98.06
33.682,-95.01
36.764,-87.584
27.338,-81.949
39.919,-112.897
45.405,-84.777
31.373,-93.142
36.947,-91.265
45.997,-86.253
40.631,-122.907
41.973,-105.837
33.079,-83.716
43.905,-113.556
48.008,-118.029
37.195,-98.943
33.461,-88.495
45.988,-115.962
41.115,-117.239
34.248,-111.261
42.127,-74.842
30.287,-98.423
42.865,-123.441
39.851,-109.981
47.284,-111.649
45.434,-103.586
33.891,-117.727
38.936,-87.73
30.129,-100.411
37.656,-84.969
45.295,-111.752
42.182,-93.095
26.579,-81.602
42.647,-114.107
43.809,-91.798
32.315,-91.438
44.707,-102.409
33.956,-93.433
44.716,-99.004
32.861,-82.58
45.632,-111.365
44.803,-85.981
41.255,-83.308
31.643,-109.563
35.48,-91.5
35.698,-92.158
32.854,-92.826
35.941,-103.347
40.34,-98.222
42.195,-116.701
39.892,-87.32
30.11,-95.306
44.457,-101.302
46.804,-105.376
45.464,-108.946
47.28,-96.714
47.845,-93.295
40.422,-104.005
47.672,-96.394
45.208,-123.419
40.194,-78.13
27.986,-98.231
43.872,-122.956
41.654,-100.476
37.277,-105.564
31.693,-94.274
30.97,-105.003
39.048,-122.681
31.306,-95.548
42.298,-78.275
40.936,-111.841
45.074,-120.126
41.45,-75.674
38.871,-88.304
45.886,-110.794
32.899,-100.837
46.011,-117.265
36.495,-92.522
33.803,-106.938
46.828,-113.151
46.329,-123.963
45.417,-94.188
40.691,-116.058
44.901,-99.478
40.721,-88.08
44.436,-93.756
37.269,-83.924
44.76,-113.023
34.551,-82.525
34.745,-108.555
45.365,-70.595
39.257,-108.994
35.46,-95.789
40.935,-73.004
32.476,-111.798
27.369,-98.814
43.156,-83.672
36.207,-106.64
43.522,-100.007
46.138,-68.106
47.074,-93.975
27.696,-82.373
37.566,-76.444
39.299,-109.575
39.376,-80.375
35.185,-83.883
45.104,-122.883
42.226,-84.306
38.308,-121.795
37.397,-110.722
38.693,-78.827
44.554,-109.216
40.639,-97.798
41.676,-116.829
32.174,-101.558
30.782,-98.564
38.15,-102.473
40.93,-90.387
44.286,-116.017
34.244,-108.598
39.939,-93.196
35.557,-95.252
48.478,-116.018
48.552,-96.565
47.562,-119.023
30.909,-82.17
32.646,-114.191
27.282,-98.211
47.92,-99.828
47.468,-104.02
36.782,-114.052
44.348,-74.993
41.563,-104.593
34.17,-84.719
44.681,-91.582
35.199,-91.918
37.393,-107.799
31.887,-87.249
40.28,-109.638
40.648,-96.93
44.339,-98.216
36.3,-110.759
45.212,-122.284
45.163,-67.274
28.586,-98.37
45.261,-100.593
43.405,-78.411
42.847,-120.784
37.841,-81.719
44.293,-123.951
44.177,-88.702
32.983,-116.522
44.94,-96.376
46.689,-68.333
31.789,-112.425
33.922,-112.254
47.276,-114.438
35.962,-100.781
28.497,-97.758
47.25,-68.054
38.271,-75.806
44.337,-101.907
41.088,-102.481
34.319,-78.964
31.395,-105.945
40.524,-122.41
35.67,-80.13
39.145,-114.278
28.952,-99.73
42.224,-109.917
34.189,-110.05
42.858,-89.76
48.272,-114.433
34.663,-94.467
35.696,-87.849
44.722,-104.116
39.345,-111.02
36.912,-78.169
41.809,-123.12
43.54,-119.036
43.186,-95.762
35.55,-114.274
38.736,-119.493
46.62,-100.861
31.25,-99.718
44.801,-74.672
46.172,-69.411
38.536,-110.268
36.259,-107.194
38.166,-119.288
47.926,-112.16
47.78,-116.769
35.159,-97.257
