latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
44.042179107666016,-95.19757080078125,449.0,-21600,America/Chicago,GMT-6

time,wind_speed_10m (m/s),wind_speed_100m (m/s),wind_direction_10m (deg),wind_direction_100m (deg),temperature_2m (degC),surface_pressure (hPa),precipitation (mm/h),relative_humidity_2m (unitless)
2022-12-31 06:00:00,6.264982,11.670903,188.25935,192.36905,-3.0735002,956.2275,0.0,87.70983
2022-12-31 07:00:00,6.5115285,12.007082,190.6196,194.9622,-2.9235,955.3123,0.0,88.05549
2022-12-31 08:00:00,6.888396,12.459535,193.43105,198.72588,-2.5235002,954.72986,0.0,88.09286
2022-12-31 09:00:00,6.9123073,12.39758,194.23732,199.31195,-2.3235002,954.4859,0.0,88.44236
2022-12-31 10:00:00,7.0405965,12.472369,191.4695,195.81926,-2.3735,954.0034,0.0,89.43749
2022-12-31 11:00:00,7.5802374,13.179529,188.34381,191.82146,-2.2735002,953.73944,0.0,90.1173
2022-12-31 12:00:00,8.039901,13.267254,185.7105,189.10725,-0.3735,952.88257,0.0,90.930534
2022-12-31 13:00:00,8.21523,13.483693,183.48926,186.38702,0.0765,952.3078,0.0,89.31021
2022-12-31 14:00:00,8.221922,13.384319,184.18483,186.43465,0.22649999,951.86395,0.0,87.377144
2022-12-31 15:00:00,7.902531,12.739309,181.45018,184.5021,0.47650003,951.72327,0.0,86.44454
2022-12-31 16:00:00,7.510659,12.24949,183.05283,185.152,0.7765,951.87573,0.1,86.47563
2022-12-31 17:00:00,7.6164293,12.192621,183.76396,187.06664,0.92649996,951.80975,0.0,86.49116
2022-12-31 18:00:00,7.156815,11.458621,187.22423,189.54445,1.1765,951.10126,0.0,87.469086
2022-12-31 19:00:00,6.6483083,10.722406,195.7087,199.61797,1.5765,950.42096,0.0,88.46617
2022-12-31 20:00:00,6.1326995,10.1965685,204.05734,206.81627,1.6265,949.7684,0.0,90.0885
2022-12-31 21:00:00,4.9739323,8.798295,210.17343,211.52213,1.4265,949.9194,0.0,91.0578
2022-12-31 22:00:00,4.080441,7.8873315,216.02747,219.3405,0.8265,950.4666,0.0,92.01442
2022-12-31 23:00:00,3.9698865,7.9630394,229.08571,234.71317,0.026500002,951.0688,0.0,92.978424
2023-01-01 00:00:00,3.88973,7.605919,223.95847,230.8696,-0.4235,951.3599,0.0,92.612785
2023-01-01 01:00:00,3.9824615,7.6550636,231.1155,236.7251,-0.5235,951.9078,0.0,92.6069
2023-01-01 02:00:00,3.939543,7.81089,246.0375,251.333,-1.7235,952.52435,0.0,91.85147
2023-01-01 03:00:00,3.7854989,7.532596,257.79956,264.66794,-2.5235002,952.745,0.0,91.45676
2023-01-01 04:00:00,3.5057096,7.1112585,266.72958,273.22446,-2.9235,952.7605,0.0,90.06633
2023-01-01 05:00:00,3.3015149,7.0859013,271.73566,278.9305,-3.8735,953.2331,0.0,89.311554
2023-01-01 06:00:00,3.324154,7.106335,276.91113,283.84073,-4.4235,953.7846,0.0,88.58703
2023-01-01 07:00:00,3.5128336,7.21734,265.10098,273.9724,-5.2235,954.2849,0.0,88.17529
2023-01-01 08:00:00,3.4014704,7.4431176,268.31534,276.17007,-5.8234997,954.54144,0.0,87.441025
2023-01-01 09:00:00,3.4058774,7.5504966,273.3664,281.4587,-6.1735,955.226,0.0,86.395485
2023-01-01 10:00:00,3.535534,7.5286117,278.13,286.9909,-6.3735,955.75214,0.0,85.70505
2023-01-01 11:00:00,3.0149627,7.05195,275.7105,288.1781,-6.9235,956.2065,0.0,85.309074
2023-01-01 12:00:00,3.1016126,7.203471,271.84756,283.65045,-4.9735,956.0358,0.0,84.22496
2023-01-01 13:00:00,3.3615472,7.940403,292.751,301.08743,-5.2235,955.9852,0.0,83.22452
2023-01-01 14:00:00,2.8792362,7.0213957,290.3232,305.72748,-5.6735,956.7445,0.0,83.81376
2023-01-01 15:00:00,2.84605,6.6610813,288.43503,305.83774,-5.2235,957.49664,0.0,84.51992
2023-01-01 16:00:00,2.657066,5.841233,289.79895,308.0471,-3.6735,958.75366,0.0,83.74177
2023-01-01 17:00:00,2.745906,4.992995,280.49142,302.7352,-2.2735002,959.6944,0.0,83.91509
2023-01-01 18:00:00,2.8635643,4.90408,257.90524,290.28265,-1.2235,960.375,0.0,86.91096
2023-01-01 19:00:00,2.7294688,4.8754487,278.42688,295.51382,-0.5735,960.50275,0.0,86.015594
2023-01-01 20:00:00,2.3600848,4.750789,306.38446,310.73203,-0.3735,960.54193,0.0,86.9966
2023-01-01 21:00:00,2.4413111,4.7801676,325.0079,322.65057,-0.77349997,961.1254,0.0,88.58149
2023-01-01 22:00:00,2.0124612,4.604346,333.43503,325.6196,-1.6735,961.60944,0.0,89.49551
2023-01-01 23:00:00,1.8384776,4.527693,337.6198,329.47037,-3.3235002,962.226,0.0,90.71611
2023-01-02 00:00:00,1.9723083,4.837354,329.53452,330.25522,-4.5235,962.0788,0.0,89.25628
2023-01-02 01:00:00,1.9104972,4.701064,317.1211,321.91116,-4.4735,962.9392,0.0,89.26056
2023-01-02 02:00:00,2.5495098,5.6797886,334.44006,333.88614,-5.2735,963.6268,0.0,90.570244
2023-01-02 03:00:00,2.118962,5.249762,340.70987,342.25522,-6.1735,963.6317,0.0,91.55514
2023-01-02 04:00:00,2.3086793,5.6753855,342.34976,345.71887,-7.0734997,964.10754,0.0,91.13848
2023-01-02 05:00:00,2.3345234,5.5145264,350.13425,355.84042,-8.4735,964.2889,0.0,91.7556
2023-01-02 06:00:00,2.4020824,5.6142673,357.6141,4.085537,-8.9735,964.56165,0.0,92.813385
2023-01-02 07:00:00,2.4186773,4.9030604,7.12493,11.76827,-10.9235,964.33856,0.0,93.44215
2023-01-02 08:00:00,2.158703,5.3600373,13.392516,14.036275,-10.6235,964.40247,0.0,92.34463
2023-01-02 09:00:00,1.746425,4.464303,13.240531,15.5928755,-9.6735,965.1697,0.0,92.038635
2023-01-02 10:00:00,1.3892444,3.443835,30.256361,25.820946,-9.2734995,965.63135,0.0,92.79557
2023-01-02 11:00:00,1.9026297,3.5171013,3.0127327,14.826528,-8.9735,965.6943,0.0,93.17983
2023-01-02 12:00:00,1.0049876,1.4560219,354.2895,15.945477,-7.9735,966.3756,0.0,94.702705
2023-01-02 13:00:00,1.2041595,1.6124516,355.23645,7.12493,-7.8234997,966.02924,0.0,94.70929
2023-01-02 14:00:00,1.118034,1.3152945,333.43503,351.2539,-7.8735,965.9243,0.0,94.7071
2023-01-02 15:00:00,1.8027756,2.570992,3.179772,13.495748,-7.6735,965.4939,0.0,94.71586
2023-01-02 16:00:00,2.2135942,3.1016126,18.435053,20.772345,-7.2735,965.6715,0.0,95.10114
2023-01-02 17:00:00,2.8231187,3.9357338,22.93213,27.216026,-6.7735,965.39716,0.0,95.85789
2023-01-02 18:00:00,2.3086793,3.0083218,17.650223,21.44781,-6.3234997,965.0175,0.1,96.24208
2023-01-02 19:00:00,1.4317821,1.868154,12.094739,15.524177,-6.1235,964.96436,0.3,94.41985
2023-01-02 20:00:00,2.5079873,3.231099,23.498587,21.801476,-6.0734997,964.12445,0.6,93.34039
2023-01-02 21:00:00,2.7802877,3.8418746,37.694313,38.65983,-5.7735,963.1471,0.3,94.074905
2023-01-02 22:00:00,2.5553863,3.6891732,30.579157,32.82854,-5.6235,963.1776,0.1,94.442696
2023-01-02 23:00:00,3.2449963,4.9406476,33.6901,35.942207,-5.6235,962.61084,0.2,94.80445
2023-01-03 00:00:00,3.176476,6.325346,28.178495,39.225655,-6.2735,962.6669,0.3,95.14148
2023-01-03 01:00:00,2.996665,5.9033885,25.709915,38.81139,-6.0734997,962.4244,0.6,94.78519
2023-01-03 02:00:00,3.1144822,5.9076223,42.397392,56.040897,-5.9735,961.87805,0.8,94.42671
2023-01-03 03:00:00,4.837354,7.359348,29.744795,42.797382,-6.0235,960.7346,0.9,95.15149
2023-01-03 04:00:00,4.527693,8.345058,30.529623,44.029083,-6.1735,960.42053,0.7,95.51132
2023-01-03 05:00:00,4.118252,8.340863,29.054508,52.3057,-6.0734997,960.5354,0.3,95.88182
2023-01-03 06:00:00,5.080354,8.352844,10.203924,31.787212,-6.1235,959.5809,0.1,96.24831
2023-01-03 07:00:00,5.0695167,9.021087,22.01134,35.98077,-6.0734997,959.0243,0.1,96.24986
2023-01-03 08:00:00,5.059644,10.881177,18.435053,36.027473,-6.1735,957.9649,0.3,96.24676
2023-01-03 09:00:00,5.60803,10.822661,21.991192,35.59932,-6.3735,956.97986,0.3,96.24053
2023-01-03 10:00:00,5.8591805,11.985408,27.439646,40.601215,-6.6235,955.60657,0.3,95.86303
2023-01-03 11:00:00,6.2625875,13.22006,19.592375,36.69663,-6.7735,954.06506,0.2,95.85789
2023-01-03 12:00:00,6.926038,12.287392,17.650223,33.04342,-6.3234997,953.6844,0.0,95.50575
2023-01-03 13:00:00,7.839005,14.263591,23.294596,35.58447,-6.2735,952.0891,1.7,96.24364
2023-01-03 14:00:00,7.5166483,15.487092,33.055836,44.215275,-5.8234997,951.2356,1.8,96.25762
2023-01-03 15:00:00,5.188449,12.234787,27.552727,44.006626,-5.5235,951.48517,2.7,96.26689
2023-01-03 16:00:00,6.441273,11.741381,27.758451,43.61972,-5.2235,951.6399,2.9,95.54635
2023-01-03 17:00:00,9.13017,12.61943,28.810698,33.6901,-5.0734997,951.00903,2.3,95.55184
2023-01-03 18:00:00,9.062008,13.792752,22.036283,29.5387,-5.0734997,949.68646,3.4,96.647064
2023-01-03 19:00:00,9.2309265,12.937543,22.954124,29.140541,-4.6735,949.0107,1.9,95.92912
2023-01-03 20:00:00,8.324061,12.747549,16.04002,25.559923,-4.5235,948.6628,0.4,97.02816
2023-01-03 21:00:00,8.784646,12.165525,22.77042,27.40749,-4.2735,948.71234,0.2,96.3052
2023-01-03 22:00:00,9.4541,12.879829,23.039474,26.763922,-4.1235,948.93134,0.1,95.947464
2023-01-03 23:00:00,9.4541,12.836276,23.039474,27.363462,-3.8735,949.07544,0.3,95.59543
2023-01-04 00:00:00,9.024964,12.390722,21.44781,25.324146,-4.7235,949.00073,0.6,95.927444
2023-01-04 01:00:00,8.1154175,11.360018,22.456984,27.241653,-4.4735,949.1451,0.1,95.573715
2023-01-04 02:00:00,7.9246454,10.893117,10.175456,15.439715,-4.1735,949.48846,0.1,95.584595
2023-01-04 03:00:00,7.8230433,10.787029,4.398633,10.684865,-3.9735,949.7171,0.4,95.95246
2023-01-04 04:00:00,7.905694,10.737783,357.82532,4.8078704,-3.6735,949.8711,0.5,96.32338
2023-01-04 05:00:00,8.697701,11.521285,351.40417,356.51678,-3.4235,950.2042,0.4,96.69235
2023-01-04 06:00:00,9.207063,12.233151,351.2539,355.78098,-3.2235,950.33844,0.4,97.05985
2023-01-04 07:00:00,9.305912,12.525574,351.34753,356.33813,-3.1235,950.35803,0.2,97.42524
2023-01-04 08:00:00,9.3771,12.614278,352.6477,357.27374,-3.0735002,950.74603,0.1,97.79032
2023-01-04 09:00:00,9.141116,12.340584,349.91946,355.3521,-3.0735002,950.93506,0.2,97.79032
2023-01-04 10:00:00,9.080198,12.218429,343.3611,349.14993,-3.0735002,950.8405,0.3,97.06347
2023-01-04 11:00:00,8.928606,12.066896,344.40714,350.4597,-3.0235002,951.32294,0.4,97.42736
2023-01-04 12:00:00,8.45281,11.374533,349.08893,353.4374,-2.8235002,951.17346,0.3,96.7086
2023-01-04 13:00:00,8.489994,11.34372,344.9816,350.8699,-2.8735,951.7309,0.4,97.0683
2023-01-04 14:00:00,8.348653,11.303097,341.1309,346.70142,-3.0235002,951.9845,0.6,96.34291
2023-01-04 15:00:00,7.920227,11.992081,335.37646,343.52948,-3.1235,952.53174,0.7,96.33991
2023-01-04 16:00:00,7.915807,12.016655,333.7587,341.56494,-3.0735002,952.9197,0.9,96.341415
2023-01-04 17:00:00,7.769813,11.681181,328.151,338.9272,-3.0235002,953.2131,0.8,97.06468
2023-01-04 18:00:00,9.078547,11.482595,333.15277,340.14468,-2.8735,953.0541,0.3,95.98874
2023-01-04 19:00:00,9.303762,12.332883,334.53668,341.56494,-2.5735002,953.01855,0.3,95.64193
2023-01-04 20:00:00,8.626702,12.56702,325.3888,333.02725,-2.6735,952.999,0.5,97.0731
2023-01-04 21:00:00,8.937561,13.483322,319.53784,327.72437,-2.9735,953.50665,0.7,97.06587
2023-01-04 22:00:00,8.438602,14.268847,319.32513,328.76083,-3.3235002,954.09875,0.6,97.05743
2023-01-04 23:00:00,7.840918,14.447492,322.25314,332.37085,-3.5235002,954.72034,0.4,97.05259
2023-01-05 00:00:00,8.159657,10.866922,340.67673,345.06854,-3.1735,955.35724,0.3,95.97889
2023-01-05 01:00:00,8.228001,11.800424,339.36237,343.25415,-3.5235002,956.04333,0.3,95.96736
2023-01-05 02:00:00,8.53815,11.744361,341.56494,344.18857,-3.8735,956.6348,0.3,95.23629
2023-01-05 03:00:00,8.731552,12.528367,339.90466,343.3007,-4.0235,956.9828,0.2,95.23044
2023-01-05 04:00:00,8.523497,12.557468,337.94888,342.86365,-4.1735,957.33075,0.2,95.224594
2023-01-05 05:00:00,8.931965,12.491998,338.31766,340.83972,-4.3234997,957.6783,0.2,95.21872
2023-01-05 06:00:00,8.616263,12.427792,338.19852,341.71075,-4.3735,958.2353,0.1,94.49923
2023-01-05 07:00:00,8.415462,11.829624,339.8423,342.79034,-4.4235,958.60315,0.1,94.13987
2023-01-05 08:00:00,8.672947,11.66919,339.05728,342.03076,-4.4235,958.8866,0.1,93.07574
2023-01-05 09:00:00,9.033826,12.133425,333.71866,336.18134,-4.5734997,959.61206,0.1,93.42125
2023-01-05 10:00:00,8.683317,12.93561,331.07367,335.81265,-5.1235,959.6898,0.1,94.10631
2023-01-05 11:00:00,9.525755,12.671622,333.16602,336.26703,-5.5734997,959.97644,0.0,91.2453
2023-01-05 12:00:00,7.8771825,10.948059,339.95465,343.55133,-5.5235,960.08093,0.0,93.728
2023-01-05 13:00:00,7.829432,11.161541,331.79846,337.3406,-6.3735,960.7575,0.0,92.96508
2023-01-05 14:00:00,8.46286,11.387713,324.61966,329.38147,-7.2735,961.51685,0.0,90.76999
2023-01-05 15:00:00,8.591274,11.200446,320.1945,322.61847,-8.7734995,962.05493,0.0,90.29984
2023-01-05 16:00:00,7.4249578,12.884487,314.4544,321.61795,-10.1735,962.6104,0.0,93.85559
2023-01-05 17:00:00,8.354639,12.306502,317.91092,321.26746,-9.6235,963.2926,0.0,93.88366
2023-01-05 18:00:00,8.700575,11.360018,322.4715,323.2309,-9.2235,962.99927,0.0,93.53419
2023-01-05 19:00:00,8.720092,11.322544,323.39282,324.34457,-8.4735,962.87286,0.0,94.31056
2023-01-05 20:00:00,8.381527,10.241582,324.22385,324.13705,-8.0235,962.77765,0.0,94.700516
2023-01-05 21:00:00,7.9195957,9.899495,315.0001,315.0001,-7.7735,963.396,0.0,94.71149
2023-01-05 22:00:00,6.811754,8.927485,310.2363,311.36694,-7.6235,963.5215,0.0,95.08692
2023-01-05 23:00:00,6.4350605,9.462558,302.94922,305.53775,-7.5235,963.82556,0.0,95.460846
2023-01-06 00:00:00,5.5865912,8.772685,315.72513,316.8476,-5.5235,963.76483,0.0,96.26689
2023-01-06 01:00:00,5.162364,7.7175126,328.46524,328.78165,-6.1235,964.0199,0.0,96.61776
2023-01-06 02:00:00,4.763402,7.080254,320.96448,323.61554,-6.5734997,964.3052,0.0,96.234276
2023-01-06 03:00:00,4.8270073,7.1421285,309.9575,314.4328,-6.9235,964.42194,0.0,96.223305
2023-01-06 04:00:00,4.3011627,6.2289643,305.53775,312.39737,-7.1735,964.7477,0.0,96.21544
2023-01-06 05:00:00,4.7010636,6.9339743,299.29126,303.23172,-7.3735,965.08417,0.0,95.837166
2023-01-06 06:00:00,4.527693,6.9065185,300.52963,304.3804,-7.3735,964.9898,0.0,94.728966
2023-01-06 07:00:00,4.3416586,6.296825,298.92633,302.68054,-7.5235,965.053,0.0,93.9891
2023-01-06 08:00:00,3.9962482,5.742821,301.7014,305.07382,-7.7735,965.0954,0.0,93.976685
2023-01-06 09:00:00,4.022437,5.8137765,304.8754,310.81497,-8.0735,965.2219,0.0,94.32939
2023-01-06 10:00:00,3.847077,5.408327,297.8972,303.6901,-8.4735,965.70483,0.0,93.941734
2023-01-06 11:00:00,4.2201896,5.140039,306.3269,307.09293,-8.8235,966.10333,0.0,94.294014
2023-01-06 12:00:00,4.738143,6.5436993,315.855,321.20343,-8.6235,966.3341,0.0,93.9342
2023-01-06 13:00:00,4.2059484,6.5551505,331.6071,338.52313,-9.1235,966.79553,0.0,92.80449
2023-01-06 14:00:00,4.4271884,6.139218,341.56494,347.77487,-9.4235,967.20435,0.0,94.26548
2023-01-06 15:00:00,4.5122056,5.6089215,347.19574,348.6901,-9.5735,967.7391,0.0,94.25831
2023-01-06 16:00:00,3.9217343,4.7127485,340.6409,342.7184,-9.5735,968.3053,0.0,93.8862
2023-01-06 17:00:00,3.7696154,4.2720017,338.19852,339.44388,-9.5735,968.8715,0.0,93.8862
2023-01-06 18:00:00,3.5341196,3.9812057,334.8852,334.72232,-9.6235,968.672,0.0,93.88366
2023-01-06 19:00:00,3.224903,3.6715121,330.25522,330.64233,-9.6235,968.4832,0.0,93.88366
2023-01-06 20:00:00,3.1780498,3.49285,335.85446,336.3706,-9.5234995,968.22125,0.0,93.88874
2023-01-06 21:00:00,3.8275316,4.2720017,340.14468,339.44388,-9.5234995,968.97626,0.0,93.51809
2023-01-06 22:00:00,3.8832974,4.491102,348.11136,348.4399,-9.7235,969.5946,0.0,93.50732
2023-01-06 23:00:00,3.8327534,4.539824,352.50424,352.40543,-9.9735,970.10767,0.0,93.12314
2023-01-07 00:00:00,4.1,5.4,360.0,360.0,-10.9235,970.56555,0.0,90.855316
2023-01-07 01:00:00,4.2,6.000833,360.0,359.04517,-11.5735,971.08636,0.0,90.80619
2023-01-07 02:00:00,4.119466,6.1204576,354.4279,355.31418,-11.7235,971.5258,0.0,91.162704
2023-01-07 03:00:00,4.1773195,6.152235,348.95908,352.52853,-12.0234995,972.0271,0.0,90.77196
2023-01-07 04:00:00,4.554119,6.648308,351.15826,353.08887,-12.3735,972.3287,0.0,91.11499
2023-01-07 05:00:00,4.491102,5.770615,348.4399,351.02744,-12.3235,972.9054,0.0,91.861984
2023-01-07 06:00:00,3.956008,4.609772,343.8556,347.4712,-12.6735,973.3951,0.0,90.72219
2023-01-07 07:00:00,3.8327534,4.318565,352.50424,354.68555,-12.9735,973.32965,0.0,91.07062
2023-01-07 08:00:00,3.49285,4.554119,346.75946,351.15826,-13.5234995,973.5866,0.0,89.914246
2023-01-07 09:00:00,3.4481878,3.8078866,343.1415,346.32867,-13.4735,974.2578,0.0,89.54949
2023-01-07 10:00:00,3.0083218,3.352611,338.5522,342.64587,-13.7235,973.92004,0.0,89.15957
2023-01-07 11:00:00,2.8844411,3.3120992,326.3099,331.11353,-13.8235,973.80383,0.0,88.7834
2023-01-07 12:00:00,2.5806975,2.5495098,324.46225,334.44006,-13.7734995,973.7205,0.0,88.422295
2023-01-07 13:00:00,3.0232434,2.5553863,325.78424,329.42084,-14.9235,973.74963,0.0,87.944405
2023-01-07 14:00:00,2.9068882,2.7313,333.43503,336.2505,-14.4235,974.0489,0.0,87.99396
2023-01-07 15:00:00,2.2472203,1.9646883,339.14545,345.25638,-14.5735,974.29834,0.0,87.61382
2023-01-07 16:00:00,1.118034,0.60827625,333.43503,9.462248,-14.2734995,974.8361,0.0,88.00875
2023-01-07 17:00:00,0.94868326,1.0049876,251.56496,185.7105,-14.0234995,974.7026,0.0,88.03337
2023-01-07 18:00:00,2.1954498,2.302173,239.9315,214.3804,-13.8735,974.45264,0.0,87.68479
2023-01-07 19:00:00,2.6907248,3.8418746,228.01286,218.65984,-14.0735,974.0317,0.0,88.760254
2023-01-07 20:00:00,2.2671568,4.5,221.42357,216.86998,-14.4235,973.0119,0.0,87.99396
2023-01-07 21:00:00,2.1633308,4.1617303,213.6901,215.21768,-14.6735,972.67395,0.0,87.239456
2023-01-07 22:00:00,3.0870697,4.7010636,204.90474,209.29126,-15.7734995,972.1471,0.0,87.123535
2023-01-07 23:00:00,4.0249224,5.5470715,206.56499,207.95087,-16.823502,971.34717,0.0,86.64264
2023-01-08 00:00:00,5.5226803,8.080223,211.67543,216.44453,-15.2734995,970.75024,0.0,83.24118
2023-01-08 01:00:00,6.1717095,8.904493,206.98015,212.61923,-15.8735,970.05164,0.0,80.72898
2023-01-08 02:00:00,6.6887965,9.5692215,211.55133,214.35439,-15.9235,969.475,0.0,77.02814
2023-01-08 03:00:00,7.080254,9.90202,216.38445,218.02728,-15.6235,968.5991,0.0,72.92035
2023-01-08 04:00:00,7.4094534,10.220078,211.75943,216.64574,-15.2734995,967.8283,0.0,69.338
2023-01-08 05:00:00,7.975588,11.0385685,210.10121,213.54613,-15.3235,967.53436,0.0,67.85294
2023-01-08 06:00:00,8.376157,12.20041,213.31064,217.3396,-15.1735,967.75604,0.0,67.887955
2023-01-08 07:00:00,8.547514,12.624579,208.66386,215.32672,-15.1735,967.1905,0.0,68.47357
2023-01-08 08:00:00,8.431488,12.868956,213.87857,219.00748,-14.9235,967.3396,0.0,68.53098
2023-01-08 09:00:00,8.220098,12.731065,216.59119,223.72705,-14.4735,967.0615,0.0,71.0124
2023-01-08 10:00:00,8.021221,12.306909,215.86992,226.31683,-13.6735,966.4822,0.0,77.74881
2023-01-08 11:00:00,7.9924965,12.034119,211.70139,222.30566,-13.2734995,965.7204,0.0,78.79558
2023-01-08 12:00:00,7.746612,12.126417,219.23735,229.34755,-11.9235,966.0116,0.0,80.655716
2023-01-08 13:00:00,7.8600254,12.101652,216.7242,227.34416,-12.2235,965.4755,0.0,80.61035
2023-01-08 14:00:00,7.81025,12.202459,219.80553,229.65343,-12.4735,965.2331,0.0,81.9111
2023-01-08 15:00:00,8.01561,12.408464,220.44615,229.24855,-11.8735,964.79614,0.0,82.33268
2023-01-08 16:00:00,8.005623,12.343419,221.45514,229.60017,-10.7734995,965.21954,0.0,82.81981
2023-01-08 17:00:00,8.438602,12.465152,220.67485,228.25203,-9.6735,965.1697,0.0,83.30108
2023-01-08 18:00:00,8.273452,12.322742,224.51036,231.92107,-8.8735,964.86597,0.0,84.07239
2023-01-08 19:00:00,8.13941,11.898319,227.4896,236.3099,-8.3235,964.1312,0.0,84.81003
2023-01-08 20:00:00,7.8243213,11.6297035,231.22581,242.33333,-7.9735,963.449,0.0,85.523865
2023-01-08 21:00:00,7.44043,10.938465,233.74606,247.42038,-7.7235,963.02875,0.0,85.21639
2023-01-08 22:00:00,7.1281133,10.499524,235.86401,252.25523,-8.0735,962.6729,0.0,85.512436
2023-01-08 23:00:00,6.8505473,10.016985,236.3099,255.54753,-8.8235,962.3277,0.0,86.44958
2023-01-09 00:00:00,7.0724816,9.660745,226.14568,244.23071,-9.2235,962.33856,0.0,86.75086
2023-01-09 01:00:00,7.2835426,10.03444,224.44382,240.11356,-9.3235,962.12885,0.0,87.08628
2023-01-09 02:00:00,7.4330344,10.262553,222.27362,236.92932,-9.1235,961.793,0.0,87.45368
2023-01-09 03:00:00,7.864477,10.780074,221.39143,232.91742,-8.8235,961.47815,0.0,87.83099
2023-01-09 04:00:00,8.080842,11.92057,220.98573,229.76372,-8.0735,961.35114,0.0,87.214645
2023-01-09 05:00:00,7.7201037,11.458621,216.57312,223.58565,-7.3234997,961.2232,0.0,87.63288
2023-01-09 06:00:00,7.6275816,12.061509,214.31514,220.29207,-6.7735,961.1476,0.0,86.66821
2023-01-09 07:00:00,7.666159,12.280066,210.57915,217.05661,-6.5235,960.8213,0.0,85.023125
2023-01-09 08:00:00,7.915807,12.762445,206.24129,212.19571,-6.1735,960.2316,0.0,83.425476
2023-01-09 09:00:00,8.1412525,13.146863,207.824,213.20659,-5.7735,960.03015,0.0,82.1897
2023-01-09 10:00:00,8.234683,13.073638,204.38637,209.3099,-5.4235,959.3455,0.0,81.9192
2023-01-09 11:00:00,8.876936,13.776793,202.52061,207.68097,-5.1235,958.8396,0.0,83.559395
2023-01-09 12:00:00,8.91852,14.076932,197.62239,202.55728,-3.7735002,958.16675,0.0,83.410324
2023-01-09 13:00:00,8.973851,14.230249,194.19113,198.43504,-3.6235,957.5353,0.0,85.03334
2023-01-09 14:00:00,8.634812,13.692699,193.39252,198.30272,-3.7235,957.42084,0.0,86.65425
2023-01-09 15:00:00,8.537564,13.601471,193.54796,199.76726,-3.2235,957.14276,0.0,87.36455
2023-01-09 16:00:00,8.228001,12.93561,200.63763,204.18735,-2.1235,956.983,0.0,88.13005
2023-01-09 17:00:00,7.889233,12.231926,210.46547,214.3397,-1.7235,957.2511,0.0,89.15866
2023-01-09 18:00:00,7.710383,11.525623,213.89621,218.65982,-1.4235,955.9867,0.0,87.867096
2023-01-09 19:00:00,8.005623,11.737972,221.45514,224.9999,-1.4235,955.23035,0.0,86.89069
2023-01-09 20:00:00,8.723532,12.215564,241.96623,245.32315,-2.7235,954.9739,0.0,87.08525
2023-01-09 21:00:00,8.160883,11.649892,252.89719,258.11136,-3.9735,954.8195,0.0,87.29013
2023-01-09 22:00:00,7.9429216,11.7209215,259.1145,266.5762,-4.5734997,955.07715,0.0,86.565285
2023-01-09 23:00:00,7.8057675,11.643024,267.79745,274.927,-6.0235,955.351,0.0,87.76
2023-01-10 00:00:00,6.726812,10.212247,264.88278,272.8063,-6.3234997,955.0066,0.0,86.379395
2023-01-10 01:00:00,6.9354167,10.478549,275.7927,283.24054,-6.7235,955.1142,0.0,88.03359
2023-01-10 02:00:00,7.0035706,10.508093,279.86575,286.02036,-6.7235,955.6808,0.1,90.45958
2023-01-10 03:00:00,6.545991,9.980982,288.71182,294.2539,-6.8234997,955.7545,0.0,90.80355
2023-01-10 04:00:00,6.618912,10.171037,296.9521,300.09415,-7.3234997,956.3132,0.0,89.71087
2023-01-10 05:00:00,6.1846585,9.654015,309.09384,309.9575,-7.8234997,956.58795,0.0,91.084335
2023-01-10 06:00:00,5.9413805,9.265528,313.63614,313.6882,-8.4235,956.6529,0.0,92.48231
2023-01-10 07:00:00,6.280127,9.542536,307.23492,308.19098,-8.5735,957.0936,0.0,93.20231
2023-01-10 08:00:00,6.0827627,9.831073,316.33215,316.23633,-8.3235,957.051,0.0,94.6873
2023-01-10 09:00:00,6.1522355,10.469002,315.65845,316.5481,-8.3735,957.5127,0.0,95.05621
2023-01-10 10:00:00,5.9816384,10.800463,321.78894,323.66052,-8.4235,957.88007,0.0,95.80059
2023-01-10 11:00:00,4.8600416,8.683317,323.36578,331.07367,-8.5234995,957.76495,0.0,95.05004
2023-01-10 12:00:00,2.86007,5.5362444,323.53067,343.20154,-8.5234995,957.3874,0.0,94.678474
2023-01-10 13:00:00,2.863564,4.6957426,294.77512,333.43503,-8.3735,957.9847,0.0,94.685104
2023-01-10 14:00:00,2.915476,3.9824615,275.90604,321.1155,-8.3735,958.2679,0.0,94.685104
2023-01-10 15:00:00,2.6476402,3.4985712,280.88547,329.03632,-8.0735,958.2357,0.0,95.06853
2023-01-10 16:00:00,1.6278821,2.6476402,280.6196,349.11453,-7.2235,958.5056,0.0,95.47214
2023-01-10 17:00:00,0.44721362,2.1260293,206.56499,48.814175,-6.6735,957.8627,0.0,95.86131
2023-01-10 18:00:00,1.9313208,1.421267,201.25058,129.28938,-5.8735,957.4596,0.0,95.52242
2023-01-10 19:00:00,2.3259406,1.9646883,205.4633,165.2564,-5.2735,957.1088,0.0,95.18132
2023-01-10 20:00:00,2.0396078,2.0248456,191.30989,159.77505,-4.8735,956.9064,0.0,95.55915
2023-01-10 21:00:00,2.1213202,2.4596748,171.86998,153.43501,-4.6235,957.05115,0.0,95.206955
